index,4_1_www.google.com,4_2_www.google.com,4_3_www.google.com,4_4_www.google.com,4_5_www.google.com,4_6_www.google.com,4_7_www.google.com,4_8_www.google.com,4_9_www.google.com,4_10_www.google.com
35,275138.72,259440.44,273429.28,272839.24,348420.63999999996,263676.96,288391.04,303956.92,281867.32,190141.08
36,284000.4,260766.3,284566.8,275032.4,415275.6000000004,264473.80000000005,287336.6,303301.9,282860.8,194492.2
37,285225.92,261014.12,283773.56,276826.76,462222.76,266970.88,289319.64,301922.32,281796.32,194371.88
38,284451.36,264205.46,283233.86,281115.3999999998,468068.22000000003,270866.96,313712.88000000024,305666.92,282372.48,196405.2
39,283453.24,266731.56,282065.48,305038.72000000003,473424.7199999998,273208.16,369114.00000000035,306211.76,321600.2000000002,264483.56
40,285754.92,266303.24,285020.27999999997,306174.19999999995,488012.86,273216.92,434052.0400000005,328565.6000000001,361756.8800000003,270249.68
41,287893.2,268083.2,286440.2,308145.6,489635.6,276385.2,453911.6,393798.39999999997,428024.00000000006,273314.6
42,303131.48000000004,270573.52,312624.81999999995,307231.04,492329.74,275855.96,459189.84,418266.34,450761.48,277022.6
43,315397.24,271667.12,356069.5200000001,316769.75999999983,494187.27999999997,275193.76,464804.72,473877.52,456472.56,280018.36
44,355397.6400000002,279023.2,405255.75999999966,385318.44,496014.02,275926.96,476806.88000000006,475159.02,456900.16,279301.04
45,385573.56,281234.28,431304.44,448197.79999999976,497383.16,313860.28,484887.96,481280.44,459603.0,279355.44
46,424937.60000000003,280574.8,433451.3,454462.2,500606.9,335052.6000000004,487255.8,488873.6,478503.6,313706.4000000001
47,439321.43999999994,281087.39999999997,435257.92,454870.24,516900.48,360330.2,489684.92,502568.92,477413.64,363051.64
48,454652.36000000004,305322.8,437874.77999999997,457660.16,522211.28,369564.19999999995,490371.1200000001,501920.98,479022.16,409147.5599999998
49,463415.56,353669.5599999998,463634.44,476259.0,525778.68,375333.08,491742.12,503457.48,481701.12,421878.80000000005
50,464937.04,413712.69999999995,465123.46,475493.84,528003.16,441692.96000000014,491707.56,506670.26,482081.76,428990.08
