,98_1_www.paypal.com,98_2_www.paypal.com,98_3_www.paypal.com,98_4_www.paypal.com,98_6_www.paypal.com,98_7_www.paypal.com,98_8_www.paypal.com,98_9_www.paypal.com,98_10_www.paypal.com,99_1_www.paypal.com,99_2_www.paypal.com,99_3_www.paypal.com,99_4_www.paypal.com,99_5_www.paypal.com,99_6_www.paypal.com,99_7_www.paypal.com,99_8_www.paypal.com,99_9_www.paypal.com,99_10_www.paypal.com,100_1_www.paypal.com,100_2_www.paypal.com,100_3_www.paypal.com,100_4_www.paypal.com,100_5_www.paypal.com,100_6_www.paypal.com,100_7_www.paypal.com,100_8_www.paypal.com,100_9_www.paypal.com,100_10_www.paypal.com,101_1_www.paypal.com,101_2_www.paypal.com,101_3_www.paypal.com,101_4_www.paypal.com,101_5_www.paypal.com,101_7_www.paypal.com,101_8_www.paypal.com,101_9_www.paypal.com,101_10_www.paypal.com
10,16304.2,22776.2,23372.2,14056.2,20189.6,20557.19999999999,20388.8,22916.0,38432.8,38461.6,41011.599999999984,27131.2,70457.99999999999,27384.40000000001,25876.8,25933.0,80693.40000000011,25950.2,28650.200000000008,14453.799999999996,14381.2,15449.000000000005,16597.0,13443.8,10537.999999999996,12150.199999999993,15761.2,14378.200000000004,37178.2,22828.2,20108.8,15836.4,9818.0,16200.0,15828.2,13223.000000000005,20189.6,20706.0
11,15996.52,22338.939999999995,26760.72,15674.84,21817.46,23131.48,21864.38,22580.0,44112.28,42015.28,45242.36,33512.88,98067.5,33229.04,26464.64000000001,28679.40000000001,128923.75999999985,31545.78,32842.08,15881.16,14698.139999999998,21370.76,16289.2,15268.98,20470.46,20468.559999999994,17174.22,19402.280000000013,35285.72,22383.12,21840.24,15604.54,19751.39999999999,15898.5,17320.22,14950.36,20629.42,22786.6
12,22568.32,24268.96,29806.24,16131.92,22482.76,23509.16,21922.83999999999,26584.0,50038.48,43953.04,49517.48,33302.96,142100.2,39157.24000000002,30248.68,33013.200000000004,192349.16,33889.04,42736.44,22346.72,22443.96,23356.72,18736.4,17510.88,22032.92,22361.08,22669.44,22464.56,35884.24,23369.00000000001,22498.04,22490.52,21969.800000000007,22813.0,23081.640000000007,16594.36,22818.24,22334.8
13,26360.80000000001,35073.880000000005,30019.12,18896.59999999999,21983.14,23788.32,23712.47999999999,44206.0,51378.56,49040.84000000002,49768.02,46279.16,234208.68,49438.32,32532.28,36196.5,269814.5600000001,37057.36,48407.0,23015.12,22135.96,23841.12,20165.4,19888.94,22920.68,21875.94,22337.44,21924.6,39601.82,46043.72000000006,22066.4,22156.7,23688.6,22505.0,23917.56,22012.680000000004,22609.12,22615.5
14,44335.36,36390.48,30835.48,24533.800000000007,24379.2,24025.08,24037.28,45429.0,54941.92,50410.88,61946.28,49062.28,276070.4,50993.20000000002,46780.40000000004,44895.4,285952.44,48170.99999999999,55160.0,22858.4,21898.4,23471.4,20396.4,22406.4,22581.96,23603.76,22176.68,32959.880000000034,48702.84,49351.88,33055.919999999984,22023.44,27097.8,22379.0,23386.4,22505.96,22464.4,39344.199999999975
15,45468.8,42752.7,30404.8,27388.99999999998,44349.7,23918.2,23885.7,47321.0,58241.4,51935.8,60958.4,48701.59999999999,283917.8,74174.00000000028,46029.99999999999,50819.0,290036.0,51228.7,66435.40000000004,28050.8,29564.0,42326.0,23194.0,43897.59999999997,22399.9,24357.4,29575.000000000004,42886.000000000015,48943.9,48190.9,46224.8,36317.79999999998,27543.0,22826.0,27190.8,22010.0,31693.7,43215.5
16,44991.52,42218.16000000002,32315.960000000006,30773.84,43498.16,27212.28,25817.12,49348.0,61804.59999999997,51009.48,62642.2,83695.71999999999,293423.92,107974.20000000011,59130.80000000001,50273.4,317624.64,56925.68,89238.72000000007,26647.12,37125.04,51222.56,24581.8,49782.44,30312.159999999974,24048.44,38398.39999999998,43226.28,67631.84,50122.04,48187.52,49388.88000000001,30846.2,23806.0,29207.24,25059.200000000026,35624.28000000002,41869.2
17,49333.24,45826.26,52304.08,30451.92,43820.28,29509.44,29042.28,48631.0,67015.76,65637.87999999999,65348.8,111313.92000000004,313331.12,144719.36,82097.2,61234.70000000008,370613.2,58583.4,150274.8,25685.44,36011.98,49866.28,24997.2,48600.78,40474.83999999998,23782.4,49740.22,42368.02,69195.59999999999,51193.86,48562.24000000001,49309.26,30430.4,30686.5,37177.22,36962.8,48056.44,48098.3
18,48883.76,47956.32,53265.76,31972.399999999987,46403.68,33468.319999999985,32092.04,50027.0,66595.6,77144.28,125878.08000000012,144258.92,338709.9199999998,166117.28000000006,98037.92000000004,81356.00000000003,411728.8,93383.36,188335.16,27407.68,35319.08,48916.12,26664.4,50312.16,50208.28,39137.400000000016,48647.12,41049.56,94547.88,55153.76,47666.96,48155.04,31206.99999999998,29767.0,35734.88,41906.24,49764.32,47199.2
19,47638.56000000001,49570.08,53745.71999999997,43126.08,46283.08,42988.24000000001,48474.83999999999,51746.0,85925.4,76458.12,162914.32,156337.88,425772.9599999999,193736.72000000012,137567.20000000007,91326.5999999999,439225.92,93788.22,249664.32000000004,28686.56,34188.86,48696.48,28535.0,49980.62,49926.62,51666.28,47974.96,42732.48,95897.1,55113.58,47397.83999999999,47432.68,58286.8,29049.0,34725.96,41087.60000000003,49007.42,50819.39999999998
20,49315.4,51302.4,57116.6,42330.60000000001,45464.6,44596.6,51520.8,53773.0,96884.0,78220.59999999999,171182.8,186112.99999999985,459025.6,240299.00000000003,152034.00000000006,145119.0,478114.8000000001,116247.80000000002,278326.2,30769.8,36763.2,52097.4,30767.0,49298.2,49263.2,50510.2,47110.4,44388.8,95306.8,57649.6,50939.2,46660.4,57397.0,30708.0,37122.4,42002.6,48138.2,50960.0
21,51470.12,53304.22,56454.04,52779.83999999994,46053.64000000002,48612.48,50627.56000000001,53056.0,116581.6,77354.76,234318.2,246965.47999999995,482622.5999999999,279542.94,189589.0,148959.0,501837.9199999999,155755.6,278805.96,37220.04,41679.32,54168.52,32654.20000000003,53276.52,48297.92,49507.52,48715.98,52815.46,112607.8,57216.24,52796.55999999999,50767.84,56122.4,31275.0,38690.48,41150.04,49932.54,55474.599999999984
22,53624.84,55030.72000000008,57595.96,52690.28,48987.12,55161.16,54649.76,55250.0,124483.64,86477.96,277633.2,280599.92,555149.3599999999,278339.44,228038.60000000003,162791.40000000002,586765.28,176604.40000000005,286859.4400000001,37319.12,43903.83999999998,58308.56,36983.6,55350.56,49948.08,51126.48,52893.36,54535.68,147850.6,58985.04,54806.92000000001,52442.88000000001,57705.4,37269.0,43482.36,40578.640000000014,51839.28,59814.2
23,55042.32,59094.36,58969.14000000001,51545.36,51220.58,53633.92,56752.34,55885.0,142021.4,108833.64000000007,284424.48,278985.28,626433.98,288703.58,277622.48,208873.2,664780.9999999999,200633.44000000003,307540.88,37252.08,47621.14,58232.04,36785.2,59608.54,49263.96,50723.76,55000.46,57554.92000000001,168106.40000000005,60677.8,56642.32,54330.42,57190.6,38237.0,45488.74,48733.35999999999,53481.58,59473.7
24,57765.799999999974,58482.68,61313.32,53216.24,53301.04,55162.28,56667.92,61069.0,188031.92,176698.60000000015,286529.76,291437.64,692857.48,306769.08,276039.48,252662.40000000005,676461.52,228537.12000000017,343219.68000000017,48129.800000000076,49676.32,60561.07999999999,38464.2,59820.52,50819.36,54691.16,54826.12,58623.24,183568.08,68688.56,57034.16,56357.84,59097.2,39205.0,47534.48,52057.88000000002,58230.04,59395.6
25,60892.0,58329.0,61759.0,52902.0,53194.5,56882.0,55568.50000000001,65962.0,233004.99999999977,243253.0,287480.0,314806.0,720869.0,338282.0,280556.0,284645.0,690649.0,282264.0,416975.0,59943.0,49872.5,60759.0,40147.0,59540.5,52795.5,53949.5,59257.5,58685.5,228305.0,71725.5,59460.0,56399.5,63107.0,46121.5,52180.5,52618.0,58123.5,61046.0
26,60204.08,58782.68,67002.68,57054.76,58612.56000000001,59131.72,57440.52,69408.0,285192.96,328010.84,292290.8,340810.8,734763.6,390299.76000000024,304985.64,285606.4,726308.24,284849.88,478369.4,58374.80000000003,49893.68,63819.52,45960.59999999999,59374.40000000001,54730.64,56050.84,59161.88000000001,58827.84,288767.24000000005,71140.0,60829.200000000026,58781.16,67379.2,45996.0,52163.88000000001,54888.32,58380.56000000001,61075.6
27,61718.99999999999,64871.80000000003,66364.78,59173.52,59057.48,61197.76,58831.54,68856.0,286571.16000000003,401782.32000000007,304529.58,375590.52,748658.66,429052.6,316603.64000000025,294456.0,746429.96,287861.26,518307.8000000001,70764.64000000006,51948.86,67003.36,51063.20000000002,65405.24,56861.62,58316.18,58987.54,67951.20000000013,350272.46,89321.35999999999,64791.16,58658.82,67408.6,45794.0,57841.879999999925,58593.24000000003,61303.18,61034.99999999997
28,66892.63999999997,76919.20000000001,69520.64,61182.12,58569.68,67409.32,60301.96000000001,68936.0,306038.19999999966,446511.04,311925.59999999986,437003.92,771397.56,497352.56000000006,357217.7200000001,307720.40000000014,774820.28,311497.92,581995.8000000003,82933.68,59298.16,72454.84000000001,54676.4,64845.36,56707.68,60577.08,58962.04,70774.2,351908.44,94681.84,71477.15999999997,59066.92,67595.4,48584.0,70319.79999999997,59253.96,65047.2,75646.39999999994
29,70803.52,88137.72,69934.28,61230.16,59053.200000000026,67076.88,60935.06000000001,74778.0,383853.92,453882.36,348683.3200000001,506230.6,792981.98,519345.84,405411.96,325757.0000000001,776587.88,312560.76,650092.04,83619.92,65172.3,72768.48,56445.00000000002,69164.2,59221.74,60438.94,66929.35999999999,70154.76,355811.02,92783.02,79178.8,57174.26,67569.2,60901.5,72246.88,59101.12,64579.86,79050.8
30,77971.19999999994,105423.00000000004,75117.99999999996,62492.79999999996,61765.8,66321.8,62551.8,80897.0,386813.6,461665.4,382647.00000000006,552617.7999999999,809759.4,562092.8000000003,446855.00000000006,343283.0,779145.2,321161.0000000001,676998.4,83455.8,64803.8,72251.2,79239.0,79180.99999999999,59330.2,60670.2,71029.0,71937.20000000006,396471.4,105539.20000000004,85966.00000000001,61275.99999999997,68006.0,68123.0,71912.4,59671.00000000004,67580.0,78749.0
31,113434.47999999972,109035.40000000004,102369.47999999972,62833.96,70650.92,79142.67999999992,63446.39999999995,95776.0,390803.88,463309.52,406423.36,579130.92,840895.04,659606.72,510731.24000000034,377509.00000000006,791849.32,362499.84,678173.5599999999,82820.44,64378.48,74584.52,80380.4,86080.4,62279.60000000001,63919.68,70778.28,80651.80000000003,398620.5200000001,121372.12,86693.16,75685.32000000004,65418.80000000001,72790.0,73133.4,65063.92,73835.9,78112.6
32,155830.55999999985,110888.84000000004,124676.4,67855.07999999999,83555.52000000003,125478.23999999989,68420.64,114732.0,391190.56,466243.36,457447.12,608131.5199999999,874040.3999999998,685623.4,553051.32,420645.0,836029.72,409531.1600000002,681866.24,82247.32,65464.04,86705.8,79175.20000000001,92499.8,64787.04,66666.31999999999,69915.16,88381.6,417224.68000000005,121904.56,84733.92,86338.56,70663.99999999999,72591.0,79740.6,64523.24,73335.68,77485.8
33,180830.8,114657.08,128284.44,68626.08,97197.22,172236.3199999999,67932.54,135136.0,407980.79999999993,469418.76,470630.5,643098.2,871526.6399999999,695607.98,607605.68,449015.2,867715.9199999998,478641.12000000005,683155.64,82945.08,66636.46,94904.2,81133.6,99471.2,72981.8,69093.79999999999,69877.6,92304.48,419850.12,123364.76000000015,103432.60000000002,85925.32,87008.00000000003,72235.5,84074.96,64679.44,73230.08,77819.0
34,200561.2,125310.16,150074.68000000002,68124.96,113266.11999999994,184138.52,67517.88,180156.0,417335.4,472341.52,473249.36,651414.76,874171.08,696909.32,646118.8799999999,484826.0000000004,882627.48,526722.3999999999,696529.84,86661.95999999999,70324.8,106025.8,86732.80000000003,105986.60000000002,91516.19999999998,72763.56,72363.72,96716.2,421092.16,132293.6,121400.59999999992,85563.36,103954.4,71972.0,95913.39999999998,79709.43999999996,79348.75999999997,80515.0
35,200230.4,129930.1,174826.39999999994,67726.6,161734.40000000005,206832.2,74879.89999999994,222280.0,420649.0,478085.6,487727.9,653311.2,873345.7,700094.9,674633.6,518585.0,888403.8,545566.8,700218.2,97931.0,70299.0,110199.00000000004,88964.0,109054.7,95136.99999999996,72156.4,72608.2,106720.00000000004,421318.7,139237.4000000001,127574.2,85089.4,103244.0,83981.0,109927.99999999988,86326.00000000003,101969.0,102115.0
36,204285.92,135667.2,195823.95999999985,68237.4,171347.84000000014,206337.08,85541.6,230415.0,461540.04,478228.6,489351.44,657129.72,878371.68,701205.96,676159.16,556978.2000000004,886650.64,553288.6000000001,705058.64,105659.44000000005,72223.8,117249.24,91173.2,108986.08,104516.8,76509.68000000012,79753.60000000003,123206.2,421558.04,175175.31999999998,127480.44,84735.56,103176.8,92344.0,122384.68,87427.72,108175.2,117130.0
37,248581.95999999996,159927.60000000006,217405.24,77547.40000000001,200926.62,208111.92,90145.6,260759.0,475604.36,484982.32,494271.0,695485.32,881662.0800000002,701635.44,678789.88,632127.4,894948.64,621212.08,704744.84,121643.6,93663.15999999996,121487.04,91484.4,115418.88,110241.68,97231.59999999996,120189.46,125707.42,423048.22,182315.74,127278.52,93844.77999999996,103553.0,115275.5,121732.18,116431.8,107766.14,127576.4
38,277374.8,202720.8000000004,228722.8,81424.08,202633.36,213161.2,112893.55999999984,277623.0,505135.0399999999,486983.56,501527.64,698400.16,890160.9199999998,701845.7200000001,679847.4,634630.6,924816.6,668486.24,703523.76,136011.76,104208.2,121473.56,89871.59999999998,147408.00000000006,114303.2,122279.51999999995,120008.64,126019.44,430159.68000000005,207927.75999999995,126666.88,99909.32000000004,102962.2,121309.0,136103.36,121231.16,108602.0,152954.19999999998
39,282316.72,230460.64000000004,233494.5999999997,82538.79999999997,218753.16000000024,264632.4799999997,173205.39999999962,299475.0,573219.5199999993,494575.72000000026,517125.94,703224.96,892288.02,712770.2400000001,682744.84,638172.6000000001,980761.24,667576.96,723382.12,158930.20000000007,127694.12,123090.88,105870.00000000006,204308.04000000012,113578.36,122665.76,124388.47999999994,128363.20000000006,432468.38,244732.28000000012,126355.6,102096.96,102465.0,140972.0,175652.31999999998,120750.68,114553.20000000006,166864.5
40,285071.8,255552.20000000016,263124.2,109576.39999999963,272387.8000000001,282205.2,231772.99999999977,332911.0,643009.6,530664.0000000001,517147.6,704467.8,894577.4,726471.6,690328.8,640363.0,997569.8,668693.4,724309.0,162284.8,127251.2,148818.60000000006,115165.0,249383.8000000002,113098.2,122184.6,145360.99999999994,160532.20000000013,434986.6,273994.0,138450.0,104042.4,104606.0,160675.0,212878.6,120103.0,121005.00000000006,168411.0
41,286799.52,264777.92,286548.76,139888.63999999998,274386.44,283655.88,254859.29999999987,353386.0,691282.52,550544.04,525257.0599999999,711368.6,904870.38,726896.14,696113.84,665937.5000000002,1002395.6,672489.68,724016.84,170159.84000000005,129943.7,154334.2,114872.2,269590.22000000003,115518.91999999994,153689.19999999995,175949.49999999997,176952.6400000002,440975.64,324254.68,184878.15999999977,113055.80000000002,136844.4,161281.0,218477.6,123254.2,180607.56000000003,218981.8
42,292179.12,265345.84,291811.4,147857.92,275976.68000000005,286623.8,292105.03999999963,376686.0,708177.24,553235.64,528013.5599999999,736342.5999999999,916788.12,736099.88,696975.12,671343.8,1007400.44,679296.32,735519.16,195245.56000000014,145402.83999999973,160136.8,114834.0,275511.4,118547.08,192236.52,191576.4400000001,203032.84000000014,445816.76,335121.04,200816.4,122762.24000000002,149981.0,195128.0,226038.2,148102.19999999995,197342.44000000003,261119.99999999988
43,297447.19999999966,279519.1,334245.1200000001,164396.23999999993,283454.64000000013,293447.19999999995,301224.26,380179.0,709716.64,554766.56,531550.72,765102.64,947548.7999999998,744869.14,698060.08,673730.2,1009534.36,690725.5200000001,791126.5599999998,229747.40000000005,157925.2,173169.52,115793.4,275084.8,118838.43999999989,226031.42,203149.66,208538.4,449033.52,337157.8,234711.28,139084.28,157877.0,230224.0,253562.9,187495.56000000032,219337.9200000004,281776.1999999999
44,362970.79999999993,283599.2,380259.4,173937.84,285533.4,308893.48000000004,301555.12,381898.0,711593.52,562596.24,533446.56,784186.32,971018.52,753649.12,702383.8800000001,679578.6,1013677.72,697269.84,807490.5599999998,257769.80000000005,193689.64,200179.6,138225.40000000002,282950.6,163744.6,260255.68,219547.72,235843.16000000024,451277.72,338614.32,241562.8,138565.28,180814.79999999996,264733.0,289892.4,226047.64,244617.96,299553.99999999994
45,388335.6,311625.40000000014,390066.2,203184.0,309682.0,346536.19999999995,301236.6,402191.0,715459.8,564811.0,536071.2,792170.6,973025.6,781353.7000000002,723039.6,680723.5,1016207.6,702405.2,807849.4,290045.0,200940.0,217674.0000000001,153443.0,293483.60000000003,175668.99999999994,265401.8,235590.5999999999,252000.00000000003,453866.8,339592.1,279838.0,153710.6000000001,185474.0,298239.5,326378.0,236312.60000000012,279929.2,320891.5
46,389225.96,322470.5600000001,388966.72,211129.92,317893.80000000005,383375.04,338277.23999999993,426929.0,718243.2,575048.88,537378.52,793170.08,979942.3199999995,804646.0800000002,724387.76,714559.4,1020385.48,700982.08,816527.84,300163.80000000005,210483.8,242468.72000000012,203416.4,295666.52,224802.64,279943.36,275379.8,272839.80000000005,454130.56,344899.56,316913.2,191197.28000000003,209027.4,312495.0,339213.0,265324.76,287893.80000000005,324073.2
47,390759.96,381723.8000000001,390504.34,231194.76,321965.6,389919.68,377396.54,431764.0,721524.16,585718.92,537869.82,794890.76,1016988.14,868150.4800000007,732282.2000000002,740178.2,1022894.56,702170.74,832034.72,316127.16,237228.52,284441.2800000002,223845.2000000003,308288.9200000001,239250.3,280756.52,286245.26,289239.68,456736.6000000001,349594.0,324180.4,240616.6,252072.5999999999,315405.0,341135.19999999995,280533.96,294417.6,327130.3
48,403951.1999999998,384264.2,390318.64,256667.8,333851.4,388989.44,378741.72,480528.0,730466.8400000002,589532.24,583343.64,805824.92,1022335.6,889426.88,735681.84,749090.0000000001,1028533.92,704820.8,835374.44,326485.0,245056.2,310791.68,271977.4,316872.28,276957.72,304259.59999999986,289546.36,301843.16000000003,458557.04,351889.16,329134.6,264956.00000000023,292468.19999999995,317723.0,377435.68000000005,285917.2,312404.52,334817.4
49,471487.4,388731.28,390314.32,302309.7999999999,340616.8,390485.12,381633.5,495140.0,732903.04,601694.6000000007,604976.4400000002,804695.6799999998,1025206.38,893781.7,736875.2000000002,761833.7,1040099.64,717373.4,851183.8,334524.2,266653.55999999976,321345.52,351903.80000000016,322240.68,288135.2,320645.06,290015.14,319069.24,460985.64,355643.18,333291.2,305575.7600000001,330474.5999999998,320429.0,382176.88,291859.60000000003,318222.28,340463.6
