index,38_1_en.wikipedia.org,38_2_en.wikipedia.org,38_3_en.wikipedia.org,38_4_en.wikipedia.org,38_5_en.wikipedia.org,38_6_en.wikipedia.org,38_7_en.wikipedia.org,38_8_en.wikipedia.org,38_9_en.wikipedia.org,38_10_en.wikipedia.org,39_1_en.wikipedia.org,39_2_en.wikipedia.org,39_3_en.wikipedia.org,39_4_en.wikipedia.org,39_5_en.wikipedia.org,39_6_en.wikipedia.org,39_7_en.wikipedia.org,39_8_en.wikipedia.org,39_9_en.wikipedia.org,39_10_en.wikipedia.org,40_1_en.wikipedia.org,40_2_en.wikipedia.org,40_3_en.wikipedia.org,40_4_en.wikipedia.org,40_5_en.wikipedia.org,40_6_en.wikipedia.org,40_7_en.wikipedia.org,40_8_en.wikipedia.org,40_9_en.wikipedia.org,40_10_en.wikipedia.org,41_1_en.wikipedia.org,41_2_en.wikipedia.org,41_3_en.wikipedia.org,41_4_en.wikipedia.org,41_5_en.wikipedia.org,41_6_en.wikipedia.org,41_7_en.wikipedia.org,41_8_en.wikipedia.org,41_9_en.wikipedia.org,41_10_en.wikipedia.org
11,17396.6,16494.8,19695.99999999999,36506.799999999996,24762.199999999997,34069.2,16895.4,16793.600000000002,31329.2,35917.0,4385.8,4943.999999999997,4674.6,7204.0,7145.6,4322.6,3359.400000000005,4532.400000000001,4437.599999999999,4935.4,8575.8,4453.800000000001,819.2,4582.2,4637.2,4485.0,8728.8,2656.7999999999997,4624.2,4403.999999999999,7022.6,4543.599999999999,8704.0,3969.0,4664.2,2419.0,4401.2,4184.599999999999,7873.999999999999,6863.0
12,17085.08,26130.800000000003,28750.02,38361.38,36256.08,35971.16,36283.56,31546.520000000008,32985.14,37577.8,4259.72,7092.08,4473.94,6689.0,6641.94,4507.24,4515.94,4659.76,4640.44,4694.66,11200.600000000002,4580.38,1544.680000000001,5813.400000000001,4518.68,4385.5,8258.320000000002,2368.560000000001,4653.88,7115.84,6529.04,4311.14,8892.999999999996,7005.4,4391.08,3523.600000000003,4341.599999999999,7043.24,10220.42,7105.0
13,33648.44,35938.76,30076.16,40786.96,35230.64,34737.96,35301.24,35942.24,35804.52,36272.2,6926.119999999996,6800.599999999997,4590.3200000000015,7168.0,5879.080000000001,5822.600000000006,4538.72,5158.399999999998,4056.0799999999995,4759.68,17224.68,5275.199999999997,2610.7599999999998,7070.48,4556.64,7204.0,12828.8,4556.64,4481.84,6643.64,7158.399999999998,4482.5199999999995,14815.599999999988,6531.2,4584.44,4524.8,7008.84,6631.88,10187.400000000007,8293.0
14,36541.86,37232.88,31471.02,39805.82,36754.08,36890.380000000005,36831.72,37366.82,65751.20000000001,35893.799999999996,6843.640000000001,8778.04,6572.839999999996,8416.0,8694.399999999998,6990.039999999999,4729.62,10971.04,6796.399999999998,4561.78,16795.26,7123.16,4313.44,6640.46,4319.44,6849.5,17621.28,4319.44,4633.4400000000005,8035.219999999996,8404.72,5583.600000000002,17434.4,7031.599999999999,6292.8799999999965,4528.8,6561.260000000001,7090.16,16241.400000000007,7667.0
15,35562.640000000014,37019.48,35516.92,41257.640000000014,39722.96000000001,38889.64,35830.04,37269.72,71375.84,47278.19999999999,6816.159999999998,8409.36,7353.24,10038.0,14434.479999999989,6554.5599999999995,3689.5599999999995,11527.279999999999,9682.24,4742.36,19986.679999999993,6671.72,4716.52,6606.5599999999995,4456.28,7221.0,17400.12,4456.28,5753.760000000002,8539.68,10604.199999999999,6984.76,16997.6,8327.6,7010.160000000001,4490.999999999999,6608.12,8408.76,24001.84,7310.0
16,37587.1,37165.60000000002,35447.700000000004,45469.4,40683.4,40986.7,34835.4,35972.2,73632.4,68200.0,7696.799999999997,11274.6,6361.900000000001,10460.0,17107.3,7074.2,7895.000000000001,11171.4,9309.4,4244.099999999999,23842.9,8426.9,4712.2,8030.7,4108.799999999999,7870.0,17159.6,4108.799999999999,7096.4,7949.999999999995,12611.600000000002,6574.099999999999,24372.0,8473.0,6589.8,4417.0,5753.700000000003,7987.4,23445.1,8963.0
17,39290.24,37553.36,53228.12,75142.7600000001,40420.36,40248.04,36618.04,37611.24,80669.11999999997,71328.40000000002,8642.92,13714.799999999996,6062.640000000001,15430.0,16705.2,7981.280000000003,9675.36,10584.28,11183.68,6325.800000000004,27804.6,8397.880000000001,4590.5199999999995,12706.680000000004,6600.36,8549.0,24401.4,6600.36,6673.88,12623.399999999998,12017.880000000001,6575.36,27949.4,8277.000000000002,7307.039999999996,4184.599999999999,6263.999999999997,9490.200000000003,22651.48,8884.0
18,38914.159999999996,36822.6,67894.56,84921.42,73022.32,77093.86,41511.24000000003,37129.38,98226.02,79056.2,8830.799999999997,14547.72,6608.399999999989,14815.0,24445.260000000024,8185.280000000001,9380.019999999999,10376.720000000001,11671.640000000001,10736.34,62166.95999999996,10372.2,4729.96,12431.22,6977.08,7831.5,25324.800000000003,6977.08,6531.96,17329.139999999996,14071.44,6120.219999999998,27219.8,12579.000000000002,8489.039999999999,6242.600000000003,8947.94,12965.400000000003,22093.56,13894.0
19,37635.36,40556.96,82308.87999999999,113170.76,77627.51999999999,78777.56,49071.800000000025,38196.68000000001,106835.84,85432.4,13051.68,17181.239999999998,8358.960000000001,16971.0,23650.64,7557.519999999996,10183.640000000007,10823.599999999997,12727.56,13492.359999999999,74457.56000000001,12784.12,4727.7999999999965,12205.200000000008,6586.84,11702.0,51844.400000000016,6586.84,6780.68,17218.76,17754.199999999975,6204.76,29152.2,16931.000000000007,8221.36,7129.8,13907.359999999986,17436.44,24834.72,16689.0
20,37661.44000000001,45967.000000000015,85058.26,116846.12000000001,82675.16000000002,78143.66,52454.92000000001,47068.94,116744.08,85443.2,12532.16,17180.08,10340.799999999996,17928.0,47552.67999999999,10420.200000000004,11710.02,12871.72,12328.28,13069.339999999998,77882.9,12302.56,7237.559999999998,14071.44,6581.88,14458.0,63238.600000000006,6581.88,7931.28,16897.420000000002,28228.280000000002,7799.800000000001,40070.80000000003,17113.4,9788.599999999997,6645.400000000001,17213.46,17215.64,24711.22,18239.0
21,39447.200000000004,50540.800000000025,86934.8,151912.00000000003,83198.2,83442.6,56520.4,55011.8,132930.9999999999,87125.0,12679.4,23966.399999999983,15194.599999999988,24892.0,78701.0,12897.000000000004,11659.4,14446.800000000008,12475.8,13089.4,77637.8,12459.6,7168.2,16949.2,6306.4,17398.0,87415.4000000001,6108.4,11460.000000000005,16865.8,27638.4,11637.8,65068.0,17016.0,14590.999999999996,6161.0,17041.8,17049.399999999998,26693.2,18248.0
22,43288.74,53100.16,99991.20000000006,186699.08000000002,89916.84,85578.78,56295.24,62533.74,170373.19999999998,106229.0,12313.08,24362.28,17386.780000000002,24106.0,94726.31999999996,17128.719999999998,11154.059999999998,16770.68,12103.4,14089.240000000005,99778.23999999999,12117.72,6788.88,18004.880000000012,6611.36,17213.5,99458.44,5698.039999999998,12576.48,18486.959999999995,27125.52,15217.539999999994,64439.8,16706.8,17263.32,6010.2,16657.460000000003,16879.48,52962.28000000002,22812.0
23,43193.68,53035.12,113567.52,262261.84000000026,111057.56,85066.48,71651.56,64625.68,215966.75999999998,111041.0,12501.799999999997,25069.599999999995,17204.72,24500.0,98927.88,16912.28,12445.6,24397.44,13586.599999999999,20532.6,102839.20000000001,16164.679999999997,6837.36,24469.88,8396.799999999992,16783.0,100732.79999999999,6196.4800000000005,12215.68,24777.68,29070.16,17206.76,69956.4,26018.000000000007,17281.04,5635.2,16784.72,28204.12,61503.92,29380.0
24,57414.34,72518.84,116412.58,282792.28,120210.63999999993,111571.68000000001,85586.80000000003,66717.62,273055.12,126709.79999999994,19986.12,34060.95999999992,17114.52,30209.0,102671.66,16800.48,12503.880000000001,23796.76,19383.4,20260.739999999998,141092.30000000002,19494.58,6587.04,23990.42,9985.84,17964.0,107047.2,7397.84,13527.800000000007,24030.22,28718.28,17069.34,71327.39999999998,27751.8,17243.48,7248.000000000009,26775.839999999993,27723.64,63988.12,29014.0
25,72866.96000000008,86708.56000000008,119148.2,283513.24000000005,155476.0,132577.47999999975,101812.36000000003,84940.24,276200.44,144481.00000000003,19431.36,45839.19999999999,16878.52,54825.0,103251.20000000001,16561.48,12481.960000000001,24450.799999999996,19071.52,20793.199999999997,171846.11999999994,19087.04,6051.4400000000005,23828.76,12863.48,24150.0,113326.11999999998,10020.600000000002,13979.16,23806.36,29114.999999999996,16862.88,89181.39999999994,27300.600000000002,16916.239999999998,10544.400000000012,27865.52,27296.920000000002,67051.48000000001,28392.0
26,79117.00000000004,110855.0,154549.0,287524.0,199050.0,156910.0,110392.0,107596.5000000001,276579.0,191243.0,19150.0,50809.0,21751.49999999996,79757.0,122399.0,18627.00000000004,12268.5,49606.0,20974.0,41420.0,184202.0,18884.5,6418.0,26201.0,12390.0,23830.5,157462.0,14389.0,16906.0,49887.0,35324.0,16796.0,113078.0,26846.0,16970.0,11710.0,27458.5,29217.0,66752.5,30337.0
27,83968.08000000003,144369.6800000001,173891.67999999996,306817.52,212330.71999999997,196617.55999999997,111211.04,111505.56000000004,277996.24,210493.00000000003,40796.95999999989,55383.8,23962.2,100004.0,140584.8,23748.8,14767.400000000001,54905.200000000004,45341.439999999995,49865.8,203013.88000000006,20885.600000000002,9487.6,43077.12000000008,12205.960000000001,25725.0,206525.52000000002,17190.96,17036.359999999997,57035.75999999998,66669.44000000003,24095.040000000023,157389.6,29085.4,23692.399999999987,13375.800000000005,27049.84,28940.24,66479.80000000002,36287.0
28,102249.72,178275.60000000003,189262.35999999996,307802.72,252022.96000000008,226163.04000000007,116317.16000000002,129484.72,296581.16000000003,235535.00000000006,64876.839999999895,59870.599999999984,23672.82,99354.0,168188.2799999999,23463.16,19847.480000000003,69147.88000000002,49703.6,54295.600000000006,237277.7599999999,54578.839999999895,11248.04,64803.36000000005,11848.92,48098.0,246010.08000000002,17043.44,21391.360000000015,65264.520000000004,68101.12,27785.02,178795.99999999994,28927.4,26910.799999999992,17383.6,29118.760000000002,29977.400000000038,67756.94,42344.0
29,111083.60000000002,212283.52,228435.68,306584.44,277858.56,252495.15999999997,136300.44,149818.44000000003,298701.88,272160.99999999994,74301.2,64549.399999999994,27833.159999999953,101210.0,193147.9199999999,23742.920000000006,19484.4,80837.76000000002,53410.39999999999,74989.72,245880.92,78977.84000000001,14226.159999999996,73567.56,12222.199999999993,65502.0,248068.15999999997,16926.84,24183.8,77837.27999999998,67991.36,27380.76,203842.6,29349.0,28113.36,17212.399999999998,28867.56,51477.24000000005,69051.52,57302.0
30,131348.44,250670.16,256413.39999999994,333404.92,281002.8,279304.26,162307.8800000001,166982.8,302876.8,280603.80000000005,76162.6,85108.0,40657.79999999998,103536.0,227898.60000000003,32156.48000000007,19211.46,85284.79999999999,58193.68000000001,76463.36000000004,247647.18,94531.64,17488.96,81024.6,14006.76,76791.5,248425.72,16594.12,23919.44,87329.6,69123.88,27087.32,205664.6,37604.0,27751.96,17124.2,28873.68,64830.840000000004,83002.07999999997,63789.0
31,179663.20000000013,278256.8,285719.19999999984,363635.00000000006,280782.19999999995,280785.0,204341.80000000002,187159.00000000003,312032.4,280652.0,79652.2,94254.2,62649.599999999984,102465.0,246568.4,41275.60000000003,22976.60000000001,88589.6,64093.40000000004,96208.2,248380.4,94263.4,17342.4,98546.60000000002,16581.600000000002,78286.0,249184.59999999998,16682.8,25133.60000000002,95225.59999999998,69984.40000000001,26769.6,205724.0,42148.0,27374.800000000003,17084.0,34444.59999999995,66581.2,98403.20000000003,69339.0
32,207481.16,279935.76,288641.74,364757.52,282316.48,280264.32,227802.84000000008,227556.24,311638.64,282350.6,94649.72,99654.8,76142.07999999996,123011.0,248266.64,58077.12000000006,36400.20000000005,99148.76,73907.28,95670.26,267487.58,94705.3,17222.92,99294.02,16860.76,78015.5,249967.08,17376.4,41237.40000000006,99906.34,69517.63999999998,28950.36,210049.4,44496.60000000001,29174.720000000005,16811.8,43127.04,67943.76,116075.79999999999,70248.0
33,242093.52000000002,279343.24,290411.32,363844.36,291644.64,282267.92,255377.48000000004,245734.2000000001,310693.8,298069.4,95291.8,103081.99999999999,78875.4,139417.0,248088.56,63453.600000000006,62989.240000000034,98873.4,73519.28,96272.6,271914.48,96108.2,16940.24,99763.40000000001,22848.719999999998,96439.0,251082.44,23181.719999999998,60894.36000000004,99407.84,71688.52,28765.68,210501.8,66897.6,29053.96,16837.4,49333.95999999994,69028.2,137363.6,71285.0
34,272163.8000000002,281401.68,290864.28,382224.58,303458.16,301460.93999999994,278736.88,262695.8400000001,329923.19999999995,301275.6,98109.11999999998,103534.56,90389.47999999997,144625.0,249754.52,67706.40000000001,74254.9,103115.72,75434.4,96478.74,271583.32,98325.78,17019.12,103359.94,24404.920000000002,103091.5,270735.12,24065.920000000002,78923.8,101426.85999999997,71442.08,30879.60000000001,209818.2,68111.2,29132.52,22671.00000000003,64852.14,69615.52,140991.1,70529.0
35,279284.84,298881.64,309932.44,384250.8,303533.96,303568.6,280379.28,279197.84,344381.67999999993,308297.0,98326.24,104298.20000000001,99598.76000000001,179195.0,249666.84,72343.20000000003,85088.84000000005,102228.80000000002,91597.11999999997,96973.68000000001,272103.68,97915.56,19742.319999999985,102410.48,24087.96,102637.0,270946.48,23748.96,80651.44,103138.24,72374.56000000001,54787.80000000003,212049.8,67161.6,30870.359999999993,28135.399999999998,64399.28,70350.52000000005,179445.16,78208.0
36,280811.7,303534.4,314952.2,387489.1,308309.0,310587.2,281698.80000000005,283559.3,367895.8,310475.0,100171.99999999997,108976.99999999999,98662.7,185093.0,250678.9,94089.60000000005,94937.40000000001,106611.00000000001,95896.99999999999,97034.8,273930.0,100005.9,24319.600000000002,106211.0,23869.2,104710.5,272361.8,23530.2,98935.79999999999,105282.99999999999,81559.19999999995,64767.1,214958.0,66854.0,42452.59999999997,27791.0,64772.99999999999,84611.60000000008,207365.9,84066.0
37,282414.96,304851.64,318474.64,391794.28,314839.92,310422.12,281675.72000000003,283367.96,385665.84,314197.2,126765.11999999994,119366.79999999999,98124.76,219975.0,269688.0,98993.48,94699.68,109930.32,98144.0,96644.64,275376.0,99972.72,24023.96,125237.32,37103.60000000002,104750.0,274151.4,25347.400000000005,99221.08,118395.11999999994,89702.83999999998,64673.64,218176.2,71849.00000000001,50454.359999999986,27463.2,69809.52,100630.87999999999,211737.92,90498.0
38,282085.12,304768.12,317918.54,409519.4,314636.52,309379.54,283374.04,282465.82,385923.39999999997,314199.0,137123.8,147670.56,97880.9,222873.0,274470.84,98746.08,93671.76,112695.56,98421.44,96412.1,275943.82,99498.52,23809.56,143815.91999999998,45636.4,103983.0,276721.4,28322.800000000003,98998.2,143128.53999999998,100654.28,68003.48,219810.2,99462.20000000004,56992.43999999995,27348.6,69205.08000000002,105610.4,211303.1,102126.0
39,301854.88,303666.24,317333.24,429321.6,313760.8,321866.7200000001,292030.72000000003,281626.24,390034.44,316565.4,141382.19999999998,158180.63999999998,101732.59999999999,247012.0,275057.4,99660.40000000001,93431.12,116503.0,99122.4,99058.40000000001,277655.24,102775.8,25456.799999999992,147970.2,46352.2,108328.0,277468.48,47718.23999999999,103337.56,150771.95999999993,111489.87999999993,67749.88,221812.6,134596.59999999998,61091.35999999997,26937.399999999998,96939.43999999994,126887.84000000003,212017.63999999998,127698.0
40,304084.80000000005,305843.64,345086.4399999998,429656.04,320853.92000000004,341196.8,303570.4,281763.08,408794.79999999993,315404.0,144576.59999999998,160885.19999999998,125664.95999999986,246386.0,274967.34,102925.04,97426.7,120455.8,118641.35999999999,103081.24000000003,277734.4,114567.87999999992,44785.759999999966,152193.6,48180.71999999998,115947.5,278175.2,60003.479999999974,102810.04,180862.55999999994,120356.19999999998,68788.14,221482.6,156826.2,68391.52,27709.400000000012,114192.75999999998,139302.72,213831.56,147580.0
41,304489.0,318954.6,375175.8,434546.6000000004,344297.99999999994,352565.2,307239.2,283844.6,427971.0,333684.0,160847.79999999996,194384.8,151494.6,248333.0,276709.0,102173.2,113600.20000000003,123699.40000000001,135031.0,114401.80000000006,277933.8,128346.4,51265.80000000002,183421.8000000002,58743.6,123690.0,277979.2,78008.19999999998,104570.8,184405.4,141038.19999999992,69555.6,223199.0,164413.0,67927.2,28995.0,120847.99999999999,146965.60000000006,213718.4,174702.0
42,308890.76,318273.8,374346.62,446705.74,347040.8,367601.62,306661.56,297050.9600000001,443307.06,357567.60000000003,182045.4,198530.8,162014.19999999998,248359.0,277481.96,105738.8,139745.1600000001,127631.20000000001,138303.8,131888.32000000007,279792.4,140732.12,57738.59999999999,188400.4,59533.32,126784.0,279686.6,79707.4,108123.6,188928.4,169794.75999999998,68977.72,224046.2,177196.60000000015,75308.59999999986,28795.4,133009.47999999998,174487.76000000013,217248.64,193592.0
43,308779.88,320587.8800000001,392436.72000000003,448590.4,359674.08000000013,366901.52,306103.68,315074.16000000003,447375.36,373708.4,185791.8,202537.6,179881.5199999998,249032.0,277041.64,141071.60000000003,148914.84000000003,149201.83999999997,147743.72000000003,137007.6,280484.84,161518.96,76955.56000000001,208733.2400000001,59346.8,134079.0,279543.04,82363.11999999995,131754.08,213925.07999999996,183966.04,83238.87999999999,223553.8,204000.4,106275.31999999999,29729.600000000013,155940.95999999993,181585.36,216976.32,205882.0
44,308307.66,353151.56000000006,392691.98,450774.68000000005,386693.4400000002,366558.12,332338.52,322829.42,450812.36,372898.8,215825.55999999985,208066.71999999986,199730.59999999998,268194.0,278898.18,144078.40000000002,170088.24000000014,163721.6,153589.4,139303.76,280183.52,185484.52,78762.48,226414.24000000002,61254.19999999999,150029.0,283029.52,96375.27999999996,142838.72,226229.19999999998,192253.15999999997,101777.44,225454.6,203519.4,110048.04000000001,36621.599999999984,173731.47999999995,189055.44,218780.6,209170.0
45,307777.12,378957.96,397194.8,452024.80000000005,388558.36,381373.51999999996,364143.72,328563.88,454748.64,390648.8,222204.6,238717.11999999997,210716.63999999996,267568.0,279708.36,156743.36000000004,186539.96000000017,167820.8,191932.68,143066.80000000016,281886.48,190768.4,78332.44,235419.32,83650.83999999994,167471.0,285394.39999999997,97479.76,145910.40000000002,232304.51999999996,200540.27999999997,112653.8,226231.8,205540.2,112907.72,38240.000000000015,193965.68,195598.8,219315.19999999998,208697.0
46,321831.7,378796.8,401347.1,456638.5,392934.0,387303.0,363425.0,327907.4,456164.3,394884.0,232636.19999999987,242842.0,236874.19999999998,269523.0,279746.80000000005,181774.40000000002,217000.0,171200.0,204203.0,162077.8000000002,282726.6,221344.59999999995,78148.6,246789.1,91255.80000000003,206126.0,286748.4,99040.4,158817.60000000015,246903.1,206114.8,118578.0,225625.0,205556.0,127249.4,55888.0,200631.69999999998,204261.2,219162.7,209620.0
47,332320.08,383332.24000000005,400975.27999999997,457211.08,394720.6,388811.52,366184.4400000002,327258.92,458041.24,395623.0,242050.28,246752.8,241173.19999999998,269772.0,281186.96,186922.2400000001,237523.84000000008,201250.56000000008,204161.32,176995.92000000004,282260.28,236803.67999999996,78141.68000000001,248644.52,96794.52000000003,233197.0,286833.12,98853.4,182236.16,248743.72,208004.8,132957.56000000008,227710.2,205990.0,143035.72,66886.40000000004,204061.28,205368.2,221053.84,212171.0
48,363855.56000000006,386191.68,413434.11999999994,459903.08,398886.36,394381.82,381270.96,342219.08,460412.4,399683.8,243959.04,247435.52,246349.78,272173.0,281855.26,219373.12000000002,241668.42,206430.40000000002,206086.68,181900.60000000003,284184.74,243091.02,86846.47999999995,248454.06,103125.76,248097.5,288227.96,100499.8,186091.2,248599.66,210405.64,164262.6000000001,228484.6,210056.6,146015.8,68020.8,208327.8,208603.76,221284.6,214572.0
49,365848.16,388321.92,435547.72000000003,461411.4,402646.4,403419.99999999994,381568.64,342539.44,462107.88,416199.00000000006,243671.44,249347.32,247132.67999999996,273991.0,283548.12,221720.4,242959.52,210001.6,205914.48,210988.31999999998,283723.63999999996,243303.84,100212.48000000001,248429.52,102499.52,247643.0,288903.12,102952.84,216775.04000000007,248970.44,210140.36,183232.2799999999,228755.39999999994,209575.19999999998,168057.95999999985,67820.8,208430.36000000002,208325.76,221384.44,216389.0
50,365217.54,403110.3999999999,448833.60000000003,461787.86,404297.08,431819.60000000003,385711.64,361540.36,462434.58,425433.0,243735.04,249143.64,248055.7,273801.0,283474.9,225493.2,243309.3,235272.63999999996,231577.36000000004,230894.08,285668.58,244800.1,102902.36,249848.59999999998,110404.40000000002,249712.5,290592.08,102853.44,221682.56,252179.19999999984,210960.28,188904.8,229965.8,210387.2,182755.71999999997,68252.40000000001,209117.76,209072.52,223305.96,216949.0
51,102,111,125,148,122,112,110,98,144,116,46,46,45,57,82,41,44,40,44,41,87,48,41,46,40,49,82,41,40,47,54,44,85,55,45,41,50,51,78,60
52,141,151,188,195,180,159,164,145,209,194,70,96,68,93,115,71,63,88,78,66,112,71,43,85,46,76,114,45,64,94,88,59,105,75,71,39,69,77,99,90
53,22729,24177,27167,32439,26738,24825,23762,21088,31639,26300,10417,10459,10330,12896,16861,9286,10264,9262,10256,9286,18114,11300,9286,10587,9262,11366,17938,9286,9262,10611,12147,9821,18206,12171,9845,8877,11079,11135,17123,13273
54,405739,450631,483817,496110,446903,462332,410431,401472,495950,464437,255437,259516,258480,287507,301067,255784,253697,256394,253922,256376,304530,256165,111409,278811,133008,261114,308450,111350,235222,278949,225897,213853,248905,225371,214157,78706,223008,223024,240377,232998
