index,149_1_opensource.org,149_2_opensource.org,149_3_opensource.org,149_4_opensource.org,149_5_opensource.org,149_6_opensource.org,149_7_opensource.org,149_8_opensource.org,149_9_opensource.org,149_10_opensource.org,150_1_opensource.org,150_2_opensource.org,150_3_opensource.org,150_4_opensource.org,150_5_opensource.org,150_6_opensource.org,150_7_opensource.org,150_8_opensource.org,150_9_opensource.org,150_10_opensource.org,151_1_opensource.org,151_2_opensource.org,151_3_opensource.org,151_4_opensource.org,151_5_opensource.org,151_6_opensource.org,151_7_opensource.org,151_8_opensource.org,151_9_opensource.org,151_10_opensource.org,152_1_opensource.org,152_2_opensource.org,152_3_opensource.org,152_4_opensource.org,152_5_opensource.org,152_6_opensource.org,152_7_opensource.org,152_8_opensource.org,152_9_opensource.org,152_10_opensource.org
11,25930.399999999998,36032.39999999997,36414.60000000002,30278.0,33146.200000000004,40357.4,34640.999999999985,30340.600000000002,44229.0,40443.6,18587.199999999997,20526.799999999992,19134.200000000004,19219.0,21680.8,18818.6,19713.800000000003,20395.0,19291.8,20212.600000000002,22348.600000000002,26215.6,34205.0,28260.0,28836.6,26551.0,29655.400000000012,33412.4,31292.4,33304.4,18928.399999999998,19073.399999999998,17883.8,18912.600000000002,20696.6,18029.8,19777.8,21455.2,21205.0,17074.6
12,32753.94,45340.84,38981.56000000003,43267.46000000002,42651.82000000002,45938.19999999999,44649.46,31958.46,54227.599999999984,41940.74,22691.64,23629.07999999999,20700.66,20610.0,20440.68,22848.12,21007.100000000002,24543.0,20680.38,18959.640000000003,25154.76,29383.439999999977,38828.76,36460.800000000025,33060.159999999996,29910.8,40272.39999999999,43682.07999999994,32971.1,43199.86,25976.960000000006,17577.559999999998,18791.38,18032.02,19504.320000000003,19419.8,18523.92,20245.92,20364.8,21111.52
13,40902.44000000002,47860.39999999999,41675.88,45769.60000000001,45931.200000000004,62017.39999999999,55055.52,44773.32,66351.40000000001,50885.4,24596.52,34184.96,26191.879999999983,24899.0,19430.920000000002,26945.04,25315.72,28924.8,24909.280000000002,23218.52,30686.48,32768.12,45099.16,42409.000000000015,33086.399999999994,33772.0,43821.840000000004,47416.6,47126.68,42400.880000000005,43882.08,19022.6,25439.96,17105.559999999994,18468.56,22649.24,17304.36,19290.48,21062.800000000025,24839.44000000001
14,43109.59999999999,65303.88,43032.02,66792.44,62701.56,82657.32,63603.399999999994,49298.1,79470.7,49735.86,29057.12,33912.04,28747.300000000003,26856.0,20716.079999999998,29184.96,27474.32,31243.2,29118.54,27361.84,32649.440000000002,45279.02,50836.28,42684.4,50150.98,38286.1,48345.22,50870.619999999995,48991.04000000001,54813.32,42795.56,23292.36,27461.9,21098.84,17225.58,23802.76,21174.559999999998,22593.24,23506.399999999998,27463.16
15,57536.24,66611.4,51350.80000000001,66612.08,65237.24000000028,91103.8,87255.6,54805.24,96054.4,81466.36,30882.44,34398.48,31354.359999999986,29129.0,22503.199999999997,33319.200000000004,31516.359999999986,33078.6,33805.64,30838.319999999992,44069.24,42837.44,57388.80000000002,45320.60000000003,51181.60000000001,40255.8,68539.27999999998,66205.04,60749.04,60107.799999999996,42693.76,25755.279999999995,30114.480000000003,24981.52,18827.760000000002,27453.32,21005.76,25455.92,24195.60000000002,38629.68000000001
16,60942.1,81149.0,71980.40000000002,95890.80000000003,84124.5,91876.80000000002,98395.99999999999,63097.9,115395.5,99966.00000000001,37469.00000000006,36732.50000000001,33238.9,33589.0,24588.2,33209.3,33870.6,38398.0,33619.8,32906.9,43717.6,51770.4,76270.0,62327.0,60944.799999999996,51877.5,69225.2,72542.90000000001,75263.09999999998,77276.3,42289.399999999994,34027.8,31730.8,26800.3,23257.600000000002,29579.8,28427.400000000012,29530.8,27143.0,43809.799999999996
17,72632.68,109338.52,80511.64,144759.80000000002,111438.6,125046.19999999998,130698.79999999997,93847.2,129440.79999999999,146101.11999999997,43949.44,46123.44,39340.399999999994,41772.0,26791.68,43737.520000000004,41588.840000000004,44372.600000000006,33145.12,35094.52,46514.19999999999,60885.799999999996,75213.20000000001,65698.00000000001,84297.20000000001,56886.2,67526.8,89860.6,88520.8,83452.59999999999,46728.24,33981.52,40177.71999999998,27288.52,22742.76,31468.079999999998,31978.4,29559.920000000002,29254.199999999997,42859.32
18,84319.74,124777.2,109471.76000000008,159402.86000000002,135078.08000000002,171946.2,175096.63999999993,131466.67999999985,151425.49999999997,170714.69999999998,53513.99999999999,44457.73999999999,45140.08,44325.0,31174.04,49379.26,45140.58,53881.4,35835.41999999998,41355.659999999996,62416.64,61247.54000000001,109376.79999999999,64490.000000000015,95743.40000000001,55467.1,90581.3,98556.14,105586.29999999997,97163.70000000001,48783.59999999996,36324.96,42863.740000000005,31674.56,24884.62,43208.04,30998.28,31079.76,42707.800000000025,46448.799999999996
19,118043.7600000001,155353.15999999995,123166.76,192624.68000000002,163772.32,214291.71999999994,190507.19999999995,173326.96,176852.4,195053.32000000004,62941.44,42885.840000000004,43543.32,50707.0,33162.4,47806.56,43268.32,63305.799999999996,44742.19999999997,41297.63999999999,68913.60000000002,61525.32000000001,152949.07999999996,111997.4,109059.28,62594.00000000004,123726.8,115003.79999999999,138385.23999999982,127879.03999999998,57159.880000000005,41021.16,47596.240000000005,31083.84,27024.48,41519.560000000005,31469.12,37893.48000000001,42448.00000000001,61441.64
20,157862.12,209001.88,136361.8800000001,226684.20000000004,203736.70000000004,242897.39999999997,226019.82,181223.13999999998,207774.99999999994,241248.8,65842.96,57379.58000000001,41879.94,63012.0,42298.36000000001,52666.89999999997,45307.19999999999,61373.799999999996,49341.58,42934.69999999998,85869.8,86088.09999999998,195818.96,154733.00000000003,120481.80000000003,82371.00000000003,154124.02000000005,128128.89999999997,151184.78,162283.89999999997,76590.76,44581.48,57526.89999999998,41342.15999999997,29148.34,48322.8,37744.999999999985,44176.12,42972.399999999994,62652.920000000006
21,208710.9999999999,223044.39999999988,182883.00000000003,266937.60000000003,240155.00000000003,243830.6,236937.99999999997,211974.4,235270.0,278801.6,64344.799999999996,62566.0,54816.99999999992,62542.0,44310.399999999994,56509.799999999996,56111.80000000001,80269.0,49345.9999999999,52552.2,113511.20000000001,125927.5999999999,201512.2,186023.0,151653.00000000003,88003.0,193355.0,166891.19999999995,187092.1999999998,176033.0,78500.8,46432.4,61801.6,47658.6,31290.2,55827.6,41765.00000000001,42536.399999999994,48774.0,67679.4
22,231375.54,247903.16,219721.40000000014,273569.8,257415.48,270145.88,269776.31999999995,232690.48,271461.7999999999,303634.96,82149.72,66850.3,65298.56,68880.0,42378.67999999999,73448.4,66243.9,95248.99999999999,61611.08,60674.56,134076.2,158435.9599999998,224526.96,224359.0000000001,191149.2400000001,90938.00000000003,200959.7199999999,185187.1,213982.79999999996,180521.1,90474.84,58106.92,63693.82000000001,55106.200000000004,43002.94,63472.320000000014,42073.44,46931.88,55731.4,69557.2
23,256378.16,268111.16,251413.20000000022,299872.3200000001,280868.12000000005,293080.39999999997,309755.8,286350.8,308849.99999999994,330173.92,112159.8,64973.479999999996,68124.84,67463.0,43928.80000000003,75517.15999999999,68852.92,98979.0,63775.8,64629.079999999994,152188.4,199342.24000000002,257408.99999999985,258005.6,226913.12000000005,123402.60000000006,234374.68,206162.19999999992,231221.28,191362.71999999997,117024.44000000003,63251.76,63023.36,61332.56,45969.68,66525.28,42354.40000000001,46103.44,55209.6,95306.4
24,299512.91999999987,290308.5999999999,271660.02,326584.54,305495.9,316329.19999999995,336864.69999999995,312588.16,331590.5,351021.06,111357.2,83622.96,68609.48,99821.0,55004.24,92731.76,66856.18000000001,118299.20000000001,68087.1,66145.58,162736.36000000002,222202.81999999995,275605.88,261710.0,250099.30000000005,149343.9,251968.69999999998,223586.34,250195.9,199711.29999999996,135572.80000000002,67608.28,93926.2,60229.58,45305.380000000005,66892.20000000001,53836.36,63168.23999999999,61258.799999999996,96659.68
25,327417.3600000001,318471.72,287131.6,328664.44,331221.4,324309.8,355180.4399999999,338046.0800000001,347256.7999999998,353717.36,118030.59999999999,99362.40000000004,79511.84000000001,120320.0,56616.59999999999,109447.56000000001,70288.08,122672.99999999996,94179.32,94800.88,166259.80000000002,240148.44,277259.44000000006,275123.2,257088.8,185341.8,259581.64,236725.4,264130.43999999977,208049.4,141199.8,69517.28,96398.72,62002.19999999999,43696.75999999999,67988.92,55186.799999999996,74910.4,88862.0,94964.52
26,343832.0,334082.0,327006.5,345894.5,335644.5,348743.0,357416.5,356148.5,353352.5,361181.5,154674.0,142297.0,106880.0,141095.0,59343.0,118176.0,98741.5,145362.0,109236.0,102380.0,201723.0,257319.0,282685.0,278085.0,278619.5,215493.0,275192.5,244439.5,271282.5,231501.5,150853.0,67330.0,112174.0,92451.5,47186.0,86040.0,57472.0,84375.0,104854.0,112443.0
27,345697.68,352168.96,328612.24,351951.39999999997,374025.84,352027.64,376409.52,356344.04,354194.4,376372.76,179464.24000000002,155607.60000000003,117766.40000000001,147855.0,61137.079999999994,136120.19999999998,118629.87999999999,169936.0,123767.39999999997,122722.60000000002,257938.9999999999,275090.84,307663.9600000004,288016.8,297605.2,237910.20000000004,279754.44,270645.76,283644.9999999997,255240.12,164406.6,68121.28,125330.43999999999,94383.6,51696.4,117582.28,58038.439999999995,88672.8,104955.00000000001,134179.6399999999
28,353456.82,357736.55999999994,342471.34,352445.30000000005,378759.58,356546.88,375918.38,395212.95999999996,398700.49999999994,374772.36,212567.80000000002,165436.58,141433.0,160350.0,62943.35999999999,155230.9,140872.3,183737.99999999997,133645.9,145925.55999999994,292240.64,293751.62,344622.0,292563.2000000001,299821.98,241504.00000000006,282102.60000000003,290635.69999999995,297038.72,261494.87999999995,182119.27999999997,93631.27999999998,159268.33999999994,92119.64000000001,54284.50000000004,148541.4,90452.63999999993,86357.84,130512.00000000003,152309.80000000002
29,367545.52,372345.64,348993.60000000003,371369.88000000006,416064.16000000003,369877.6,396685.2,438722.48,414416.39999999985,392553.08,223413.88,180544.80000000002,153097.08,164566.0,98176.08000000012,168744.59999999998,161856.35999999996,198996.1999999998,134795.24,159087.4,310503.72,296189.12,366213.27999999997,310625.20000000007,314459.68,258535.6,303751.39999999997,300011.36,323245.2,273384.32,202045.55999999997,132912.43999999997,169975.08,103072.4,85618.07999999978,159145.36,95016.59999999999,91374.8,151381.00000000003,195762.52000000005
30,374678.06000000023,398004.44,354642.66,388705.42,467662.0800000001,395988.12,438607.1799999999,440748.77999999997,438112.10000000003,395972.66,240567.72,199538.76,157633.34000000003,169035.0,112810.79999999999,178529.30000000002,171234.18,205161.5999999999,158019.59999999998,175838.56,342780.64,309273.24,377106.8,312825.8,323699.9,276529.3,330722.28,322227.24,327313.76,286136.38,236684.76,165442.59999999998,173825.67999999993,123780.46,95361.04000000001,175948.91999999998,99214.32,110192.96000000004,164117.00000000006,205029.8
31,422141.4000000001,441482.39999999997,368096.0,441322.60000000015,509850.00000000006,458880.8,449891.8,453259.6,481457.0,417755.6,242384.2,209398.40000000002,185548.99999999997,189958.0,119987.99999999999,205216.39999999994,183456.19999999992,238460.0,196904.59999999992,189682.6,364250.60000000003,316675.19999999984,434494.80000000005,330462.0,373040.2,279328.0,359610.6,328769.60000000003,345723.0,292415.80000000005,257570.00000000003,198473.4,214904.6,145355.0,94445.0,188009.59999999998,125283.0,127844.60000000006,175981.0,219004.8
32,492273.2,476715.6,398275.36000000004,470840.24000000005,585799.6000000001,470881.72000000003,450768.46,481303.84,521304.7,446771.74,256453.4,243137.59999999998,200196.9,213447.0,131882.2,237107.98,210041.74000000002,241740.0,238286.75999999992,193056.83999999997,376840.4,360520.72,474835.07999999996,366136.4,380918.76,291575.70000000007,360511.66,345116.55999999994,351049.46,308888.1,268265.96,200896.4,229974.04,166848.59999999998,100855.79999999999,212623.4,151845.63999999993,170867.56000000003,180094.4,229451.68
33,557045.52,507179.19999999995,446655.12000000005,514904.24000000017,635186.88,502197.68,457240.28,497034.39999999997,539144.6,466354.56,267649.52,248611.6,221848.59999999998,230437.0,142575.4,239828.8,236247.24,257064.2,262054.48,211751.59999999998,392179.67999999993,413136.8399999999,554113.8,394686.2,384788.76,304539.00000000006,389913.08,361583.19999999995,363197.5999999999,324121.6,269852.96,218338.5599999999,242500.23999999996,183036.67999999993,109043.59999999999,255399.28,180693.48,198333.72,194841.80000000005,258333.32
34,609984.9199999999,541972.8,499804.60000000003,554906.4,727775.2400000003,511690.8,464931.44,522394.6,594213.1999999998,470474.77999999997,271246.88,258004.97999999998,245892.27999999988,256223.0,152043.64,261141.3599999999,247693.11999999994,262989.0,263716.14,228824.24,428593.12,468991.25999999983,576829.4,418273.00000000006,411654.48,348048.6000000003,400827.39999999997,370540.84,387174.44,376683.8,273909.32,234897.16,258075.02,190575.92,116695.66,256784.04,197577.40000000002,200079.96,212301.00000000003,263825.16000000003
35,619456.12,589327.4,587647.04,580126.1599999999,792039.5200000003,549069.24,467835.12,559889.16,661329.2,485753.76,272658.64,262205.39999999997,252826.76,265972.0,153870.32,263202.04,268206.16,268506.2,268863.52,253603.16,445592.07999999984,479828.84,595825.48,447289.19999999995,428251.44,392103.20000000077,422534.16000000003,374166.96,424214.2799999998,390113.27999999997,278084.12,239244.59999999995,260251.76,195421.04000000004,136169.76,266851.51999999996,202427.56,219563.88000000003,235031.00000000003,276236.08
36,717294.0999999999,620523.5999999997,630936.2,655833.9000000001,886137.5,561341.3999999999,474723.1,578272.2999999997,707826.0,511646.9999999997,274904.6,269514.9,257715.99999999994,269070.0,179380.20000000007,274529.7999999999,269079.6,273001.0,284111.9,256774.3,492150.1999999998,524134.8999999999,661637.6,480701.0,463184.10000000015,431273.5,436335.49999999994,394704.5999999998,458971.3,398407.9,299036.0000000002,256404.4,261944.3,217802.79999999996,136774.1,275877.2,235399.0,244898.8000000001,239064.0,296496.4
37,725508.1600000001,667942.56,663769.7600000001,743045.4,922176.76,618691.2,493357.83999999973,620976.4000000001,764455.0,546718.12,295487.96,271494.12,268497.68,271635.0,202451.36,283147.12000000005,270231.56,273615.19999999995,288486.51999999996,265224.80000000005,529107.9600000001,531771.24,721188.92,512404.4,482208.4000000004,449955.4,454892.64,431298.3199999999,489015.39999999927,434928.55999999994,321548.8,274984.24,276560.39999999997,218902.6,138444.96,276956.92,255466.32,248424.32,253027.6,299580.39999999997
38,747963.4,685105.36,710738.66,840856.0400000002,971771.64,668022.08,515221.52,682892.8200000001,814569.7999999998,569762.7,305057.16,272742.34,271787.82,270147.0,219417.84,292189.5,271512.22,288539.8,290048.08,276268.1,541338.48,532998.62,739786.2000000001,560932.0000000001,533272.4,476691.7,488189.3,478909.7,558927.7399999996,481060.39999999997,347249.36,277276.96,282198.14,237244.84,147214.59999999998,283810.36,258694.2,267108.04000000004,257340.20000000007,303999.88
39,792363.6,696552.5599999997,735075.6000000001,907759.3600000001,1015279.0400000004,724914.5999999999,541529.2,717914.0,878315.3999999998,582880.8,306021.12,281617.04000000015,273996.0,274895.0,232485.92,292986.3599999999,276061.48,288975.2,295298.24,283590.76,596183.1599999999,569891.9199999999,804980.76,582630.0,583227.4400000001,478637.00000000006,527789.92,484175.68,622757.2,514620.63999999984,349724.60000000003,278030.75999999995,287637.04,240377.48,160360.47999999995,294209.04,274157.16,267860.24,272548.6,319486.44
40,839439.5999999999,749453.6799999998,743113.24,909562.64,1080868.7600000002,752158.88,552817.2199999999,748661.1999999998,904745.7000000001,620995.9999999999,307829.36,293489.68,276256.74,293880.0,235455.6,293147.62,287803.22000000003,289792.6,300003.04000000004,288106.58,629477.3599999999,590835.72,837830.0800000001,625453.6000000008,602288.86,485392.89999999997,567008.24,485602.32,634419.74,547743.9199999999,358535.32,286824.6,298811.5999999999,244905.31999999995,197494.66,299226.76,274138.56,270241.72000000003,275102.0,324971.72
41,915996.2,760907.4,767665.7999999999,970371.8000000004,1130400.0,816583.3999999997,594920.0,852770.4,926365.0,684418.3999999998,309685.4,304018.2,292630.6,303666.0,249117.00000000003,294190.6,289404.8,291123.0,312181.1999999999,288467.8,634272.6,638585.9999999999,916457.0,662481.0,621084.2000000002,500406.0,611741.4000000001,556184.2,675223.1999999996,585721.2,365738.2,301231.8,312104.9999999999,248201.8,226317.0,313168.00000000006,275873.6,272415.8,275274.0,334804.2
42,952874.2199999999,783657.92,808252.7600000006,1077400.0,1186484.84,880341.5599999998,618017.88,894668.02,982549.7,736882.6799999999,311981.44,305181.66,308521.96,308491.0,251323.63999999998,296905.51999999996,291053.14,297208.4,311284.76,296182.89999999997,657237.52,654418.06,1004673.2,700566.0,675060.2000000001,534519.5,658769.6599999999,579534.5399999999,752791.72,628581.74,366781.36,312028.19999999995,325930.39999999997,264301.98,245888.12,332302.7199999999,280115.12,275200.80000000005,299483.4000000004,336359.4
43,959756.4,896429.12,914606.6400000005,1156634.08,1249029.56,930085.04,651277.1999999996,943999.4400000001,1044450.2,811965.9600000002,312678.88,311834.2,310589.68,311288.0,264408.44,302283.96,292800.12,299730.0,313104.08,309474.08,692769.7600000002,691728.6,1086163.2,719349.0,715036.4800000002,568332.0000000003,705071.7999999999,593287.2,817285.5999999999,640279.92,367825.96,341026.2,338648.79999999993,269898.4,255125.2,364041.64,296092.52,284283.04,308739.0,362388.39999999997
44,1033870.3,968281.7999999999,943608.4000000006,1185320.5000000002,1334854.32,992038.7999999999,690025.5599999999,955263.3,1057091.5,914574.98,322096.44,330048.54,311909.94,327903.0,265018.88,301457.16,294619.58,313983.80000000005,313067.0,310663.24,694223.88,764002.7799999997,1146514.16,774629.8000000003,732184.0599999999,595676.3,750032.9400000001,626398.8799999994,907785.5599999999,655892.7799999998,374672.0,363927.55999999994,372951.41999999946,304001.14,257559.12,369104.56,299788.0,292135.1600000001,334844.5999999999,383929.16
45,1070584.32,1014122.24,966522.04,1214541.6,1418388.56,1048161.4,759500.8799999999,980219.24,1073296.0,981830.96,325496.44,338435.19999999995,320799.84,337186.0,266518.52,301172.52,299100.75999999983,315924.4,324014.8,312873.3999999999,733273.2,817682.9999999997,1148315.96,843546.2000000008,738889.4,667988.4000000003,826321.08,679166.0,984836.12,726676.0399999996,392487.4,381518.88,380642.6,327432.88,257969.12,370462.68,315859.88000000006,312590.4799999999,361863.00000000006,387952.5600000001
46,1137733.2,1056124.0,1041118.2000000008,1242340.0,1435102.9,1159433.8,835307.4999999999,1011216.5,1144227.5,1110153.5,329180.00000000006,349500.80000000005,322623.3,354723.0,270917.9999999998,311030.99999999994,313936.3,316213.0,334122.6999999999,314436.9,764464.0,854516.5999999997,1150558.6,896368.0000000001,762083.6000000002,717683.0000000001,889083.0000000001,740335.7999999996,1012327.9999999997,768195.7999999999,401958.4,381581.8,383564.6,345275.4,272286.39999999997,378156.99999999994,339427.79999999993,340140.4000000002,372613.0,390946.8
47,1167189.32,1090317.88,1137127.6,1268071.4000000001,1441684.28,1279747.48,944643.1599999997,1072430.24,1231086.1999999997,1157043.36,332790.88,360668.60000000003,340597.04,369613.0,274971.39999999997,332502.48,314966.16,315875.8,344823.88,331366.08,810526.2,916810.3999999999,1153292.76,961735.0,806485.6000000001,772135.0,958680.4399999998,776052.9199999993,1080382.7599999998,806544.3999999992,404002.20000000007,380328.32,381869.44,353445.96,274921.52,409217.68,360125.92000000016,363605.95999999996,375692.0,404920.00000000006
48,1239908.2799999998,1107907.24,1179378.8000000003,1303350.84,1440607.96,1335257.1199999999,1032645.88,1131297.14,1311922.5999999999,1219290.56,379140.95999999996,387279.82,360408.12,374074.0,292841.36,350145.22,314799.92,324476.2,351044.02,368336.19999999995,846881.8,929192.2999999999,1156928.52,969157.2000000002,831392.4000000001,839296.4,1013761.78,848088.8399999994,1131503.8999999992,840718.7,422027.4,382199.36,383286.18,354889.34,278197.42,425774.0399999996,369449.12,371530.12,375098.6,408962.08000000013
49,1303754.4400000002,1227862.88,1229039.88,1326145.2,1443678.4,1405837.8399999996,1146451.7599999993,1225847.7200000002,1400752.9999999986,1307523.3600000003,380668.08,388825.36,375461.08,403097.0,305012.2,381942.12,314923.83999999997,341540.2,359370.24,381420.88,886541.2000000001,982200.2,1159001.4,1027035.4000000006,887916.52,890251.2000000001,1019432.28,945591.44,1139453.92,903780.44,454856.07999999996,401033.16,398527.07999999996,365361.3199999999,279594.04,433864.44,373218.27999999997,372965.44,376217.2,418871.44
50,1396053.0,1346792.9599999997,1295409.44,1358889.46,1474116.86,1482557.3199999998,1305676.0799999998,1299736.76,1495806.9999999993,1389384.52,403727.19999999995,398232.4,394473.27999999985,405134.0,305151.96,384918.82,338077.04,350028.8,378533.06,386463.33999999997,935712.08,1038688.78,1161237.36,1086307.2000000004,924326.8,938472.4000000004,1032865.1,1016728.3599999999,1139488.96,980129.2799999998,464687.92,403834.5999999999,418898.93999999977,383748.0,279977.06,447000.39999999997,383571.68,385201.60000000003,378050.8,440831.60000000003
51,141,140,141,141,145,152,166,151,149,168,154,135,138,140,123,147,145,153,138,137,149,138,189,153,159,149,143,161,163,148,142,135,135,123,111,134,122,124,128,149
52,322,378,312,366,374,416,411,362,436,395,208,244,219,210,183,224,212,227,213,222,289,309,419,337,344,316,374,432,364,395,256,201,216,186,156,202,176,190,192,217
53,38386,38364,38359,38563,40088,41331,44439,41243,41680,44939,41919,37026,37225,37951,34675,39383,39440,41836,38647,37140,40562,38135,48993,41583,42511,40533,39257,43720,41329,40298,38738,37001,37001,34448,31811,36684,34098,34408,35940,39768
54,1503685,1519392,1426611,1424145,1574433,1584753,1468535,1402021,1598583,1522512,459909,444070,443616,443363,338639,440158,392040,401045,445498,435885,1025363,1139080,1212546,1177482,1027836,1047035,1086443,1129437,1180853,1128507,513253,458643,481124,418556,330289,498036,420647,425782,431251,497610
