,129_1_www.debian.org,129_2_www.debian.org,129_3_www.debian.org,129_4_www.debian.org,129_5_www.debian.org,129_6_www.debian.org,129_7_www.debian.org,129_8_www.debian.org,129_9_www.debian.org,129_10_www.debian.org,130_1_www.debian.org,130_2_www.debian.org,130_3_www.debian.org,130_4_www.debian.org,130_5_www.debian.org,130_6_www.debian.org,130_7_www.debian.org,130_8_www.debian.org,130_9_www.debian.org,130_10_www.debian.org,131_2_www.debian.org,131_3_www.debian.org,131_4_www.debian.org,131_5_www.debian.org,131_6_www.debian.org,131_7_www.debian.org,131_9_www.debian.org,131_10_www.debian.org,132_1_www.debian.org,132_2_www.debian.org,132_3_www.debian.org,132_4_www.debian.org,132_5_www.debian.org,132_6_www.debian.org,132_7_www.debian.org,132_8_www.debian.org,132_9_www.debian.org,132_10_www.debian.org
10,8543.2,1235.0,3584.4,4920.0,6733.0,4398.5999999999985,4185.5999999999985,4226.8,5111.8,4870.600000000001,5931.800000000001,5409.799999999998,7020.0,5122.0,5302.0,4375.799999999998,4455.2,4246.4,4574.8,5180.2,5500.5999999999985,4845.0,5311.0,5328.799999999998,2325.0000000000005,5233.5999999999985,5270.399999999999,3248.399999999997,5354.0,5204.399999999999,4532.2,5181.5999999999985,4848.4000000000015,5378.0,4824.200000000002,5410.0,5234.799999999998,4513.2
11,8369.08,853.0,4131.980000000001,4668.72,6419.7,6206.040000000003,5993.040000000003,5328.9199999999955,4664.94,4491.56,6113.92,5096.719999999998,6937.4,4426.7,4596.8,6353.9,6330.88,6249.2,4147.12,4482.92,5174.46,4448.200000000002,5028.799999999998,5015.719999999998,2266.16,4889.6399999999985,4972.76,4454.1,5071.799999999998,4906.76,4247.959999999997,4875.839999999998,4459.24,5057.5999999999985,4325.26,5127.799999999998,4921.719999999998,6388.88
12,8035.44,510.0,4523.04,4367.88,8328.6,8421.2,5857.92,5971.6399999999985,4320.52,4137.480000000001,8488.16,4645.32,6776.800000000004,5473.599999999995,5200.400000000005,8518.68,6125.84,6647.560000000009,6212.2,5007.759999999998,4604.76,6425.8,4361.8,4564.32,3882.8799999999987,4576.879999999998,4413.56,4400.12,4404.8,4347.56,6181.8,4582.04,6370.56,5315.400000000005,6229.08,4460.8,4470.32,6183.84
13,11993.879999999992,609.0,5164.78,4426.88,8279.1,8455.52,8242.52,8262.34,6385.36,6111.64,8257.36,6153.120000000001,7131.0999999999985,6094.5,6345.0,8393.7,8434.04,8279.599999999999,6178.88,6233.6,4280.76,8457.8,4738.800000000002,6072.120000000001,4458.8,6496.84,5355.960000000005,4429.420000000001,4781.800000000002,5289.960000000005,6225.42,6467.04,6177.26,6729.5999999999985,6877.719999999997,4837.800000000002,5978.120000000001,8492.04
14,15786.04,227.0,4912.919999999999,6618.84,8888.400000000001,8192.24,7979.24,8024.200000000002,8412.32,7934.719999999997,8159.7199999999975,6261.4,7349.800000000002,6682.199999999992,6393.200000000002,8474.84,8253.48,8447.32,8355.400000000001,6300.68,6406.96,8555.6,6156.999999999999,8581.360000000002,4374.84,7391.320000000007,6119.2,4013.76,6199.999999999999,6053.2,8315.6,6432.920000000003,8503.32,6528.200000000002,8331.039999999999,6255.999999999999,6086.4,8311.48
15,16342.399999999998,2493.0,4822.799999999998,6443.1,9464.0,8343.099999999999,8130.0999999999985,8181.3,8541.8,8259.2,7867.000000000005,6636.600000000002,9384.0,8303.5,8601.0,8086.9000000000015,8036.699999999999,7935.199999999999,8284.4,8452.000000000002,6255.9000000000015,8370.0,8321.5,8523.9,4511.5999999999985,8613.300000000001,6186.2,4955.0999999999985,6177.5,6120.2,8334.1,8521.800000000001,8273.3,6241.0,8048.9,8420.5,6461.600000000002,8094.699999999999
16,20982.84,4759.0,4259.48,7092.56,10416.2,7604.04,7391.04,7771.519999999998,8296.08,8002.92,13478.840000000006,8545.6,11448.600000000008,8328.199999999999,8460.800000000001,10827.080000000004,8006.600000000002,11395.600000000004,7871.64,8380.92,8575.24,8576.4,8395.6,8464.6,4030.84,8632.52,8399.92,4566.199999999999,8438.6,8333.92,7926.76,8445.199999999999,8474.28,8386.0,8239.039999999999,8494.6,8370.6,8064.600000000002
17,20247.08,4685.0,4166.24,7117.8200000000015,11202.6,11935.74,11722.74,9617.8,8480.34,8192.16,15719.88,8476.02,15537.700000000012,7905.0999999999985,8651.4,11589.399999999998,13409.98,15872.88,8084.7999999999965,8582.16,8314.02,7660.800000000001,8186.3,8395.02,4180.08,8491.460000000001,8241.16,6118.72,8229.300000000001,8175.16,9143.4,8383.44,7771.059999999998,8308.6,9365.600000000002,8285.300000000001,8301.02,13467.98
18,19511.32,4450.0,5484.519999999999,6675.28,10784.2,15762.56,13002.88,13483.88,8052.36,7744.44,15616.72,8335.719999999998,15492.8,8275.999999999996,7843.5999999999985,18524.36000000001,15706.12,15270.0,11470.640000000005,7581.399999999999,8489.32,10888.599999999988,8361.800000000001,8254.719999999998,3371.7200000000007,8059.84,8422.56,5713.6799999999985,8404.800000000001,8255.759999999998,14329.040000000005,8287.840000000002,11288.799999999992,8123.5999999999985,9630.159999999994,8460.800000000001,8160.7199999999975,14083.919999999995
19,21393.92,4529.0,5983.9,6380.8600000000015,12575.500000000002,15274.28,15436.199999999995,15018.139999999996,9959.600000000017,9959.399999999983,21859.88000000001,7812.2599999999975,18168.200000000026,13088.099999999993,10258.000000000004,21962.500000000004,15452.56,21561.64000000001,13025.28,11885.959999999981,8054.06,15917.8,7922.9,7731.2599999999975,4719.599999999995,8459.400000000003,7809.079999999999,6825.0999999999985,8028.9000000000015,7743.079999999999,15694.52,7796.7199999999975,15883.56,7567.799999999997,11172.500000000005,8021.9,7637.2599999999975,15519.56
20,21490.200000000004,4608.0,7622.800000000001,7722.000000000005,12751.0,20634.199999999983,21362.4,15838.2,14657.200000000012,14795.799999999988,21349.2,11355.00000000001,21530.0,15772.0,13933.0,21399.0,21313.000000000004,21762.0,14688.399999999992,13386.600000000002,8654.000000000005,15241.0,9463.0,11274.00000000001,6156.5999999999985,13045.000000000005,10319.000000000013,10622.599999999997,9506.0,10253.000000000013,15593.600000000002,10850.000000000004,15387.000000000005,11600.0,14673.399999999996,9562.0,11180.00000000001,22493.8
21,23470.44,4534.0,8129.84,10987.72,15276.2,20806.38,20593.38,21230.84,15777.76,15461.24,20832.96,15926.420000000013,21018.6,15233.499999999998,13725.600000000004,21401.14,21870.8,21255.04,15555.0,15226.24,11617.900000000007,18686.59999999999,13890.300000000005,15845.420000000013,7572.16,13354.48,14818.360000000004,10907.86,13933.300000000005,14752.360000000004,22431.58,15278.24,15820.499999999998,15865.6,17115.5,13989.300000000005,15751.420000000013,21623.82
22,25619.96,4299.0,7874.2,14276.76,14754.6,20342.84,20129.84,20451.76,15491.000000000002,15353.479999999998,20318.28,15808.279999999995,20507.2,19819.199999999964,15589.200000000004,20511.64,21283.24,20307.72,22240.0,18627.519999999982,11816.84,24665.599999999995,15696.6,15727.279999999995,7390.3200000000015,15282.08,15679.72,15177.24,15739.6,15613.72,21578.88,15784.48,22603.68,15471.999999999995,22397.0,15795.6,15633.999999999995,21062.32
23,25434.44,4378.0,7958.18,15593.24,16575.899999999987,19652.58,19439.58,19918.620000000006,21784.72,21347.28,19814.52,16083.160000000005,19995.8,21567.0,20719.200000000004,20081.82,20465.38,20074.36,21524.84,21824.4,11644.400000000012,24580.0,15269.400000000005,16002.160000000005,7056.12,17418.480000000003,15356.000000000002,15697.76,15230.500000000002,16625.200000000008,21085.06,15508.000000000002,21712.18,15677.0,21859.200000000004,15377.400000000005,15547.500000000002,20606.12
24,26589.599999999984,4457.0,8079.84,15152.0,16336.600000000004,19423.04,19210.04,19491.56,20933.96,20493.04,23536.120000000014,21482.2,21858.8,21207.6,21808.0,21684.44000000001,19986.56,21970.32,21108.08,21334.28,15365.28,23984.4,19729.80000000005,24834.68,9444.079999999998,24914.16,23241.64000000002,15307.0,15913.000000000002,22014.48000000001,20681.72,16184.0,21298.84,22658.0,21483.88,18657.20000000004,22509.0,20101.56
25,30492.0,4548.0,8219.5,18780.5,15596.0,21171.5,20900.0,19084.0,20595.0,20114.000000000004,24768.0,21904.0,24314.5,20608.5,21486.0,24132.5,20806.0,22542.0,20254.0,20637.000000000004,16242.0,23299.0,24237.0,24025.5,11871.0,24089.5,24891.0,20167.5,22505.5,21819.0,20223.0,22823.0,20703.5,21946.0,20648.5,22561.5,22135.0,22145.5
26,30287.28,4009.0,7704.44,20992.6,17409.0,24492.6,22873.6,21090.92,19814.04,19455.72,24641.76,21429.36,24817.4,20001.6,20692.4,23688.64,21740.8,24951.72,20014.56,20257.960000000006,24790.32,22902.2,23758.4,23708.52,11752.72,23757.24,24072.84,24714.72,21716.2,21529.16,22226.96,22018.56,20458.12,21625.6,20255.120000000006,21772.2,21660.36,22367.279999999995
27,31981.24,4100.0,8387.599999999997,20539.38,19778.6,24391.82,22772.82,20955.86,19457.92,19200.44,26332.36,20815.46,26682.4,19876.599999999988,20364.2,26470.120000000014,23146.14,24959.76,21682.07999999999,19896.08,23993.46,22466.4,23175.9,22960.46,11520.799999999992,23377.14,23778.32,23977.66,21410.6,20767.68,22101.18,21740.88,22334.76,20839.8,20886.95999999996,21466.6,21046.46,26669.16
28,34475.19999999998,3561.0,11566.200000000004,19961.76,19587.6,23863.92000000001,24969.8,23726.519999999982,19514.56000000001,20765.43999999999,26132.16,20487.56,26072.4,21748.000000000004,20004.8,28957.2,26335.24,26104.16,26473.32,21931.84,23665.56,24535.0,22866.4,22632.56,12335.88,22669.96,23021.52,23741.76,20678.6,20468.48,24347.88,21100.76,23495.24,20503.8,26103.640000000007,20734.6,20719.08,26506.96
29,35189.36,4946.0,12717.68,19582.26,20635.999999999975,25628.9,24894.14,26422.7,21254.7,21090.919999999976,28420.72,20190.08,28426.8,21741.3,22058.8,28982.64,26108.78,27890.52,26131.76,21773.48,23368.08,24473.4,22536.1,22454.96000000001,15101.88,22881.52000000001,22717.64,23164.74,20365.2,20139.64,24209.86,23418.32,24003.58,20144.4,27903.76,20421.2,20421.08,26300.3
30,36373.39999999998,5037.0,12727.600000000008,19305.2,22777.0,26160.200000000008,25947.200000000008,26356.4,21235.4,24043.4,28275.6,22082.2,28219.0,24899.0,21888.0,28352.0,26126.80000000001,28247.6,25476.8,23610.79999999998,22685.8,26697.0,23152.0,24464.0,18534.999999999967,24970.200000000004,22388.8,22787.4,20044.0,22162.6,26468.8,22892.0,24191.6,20638.0,27927.8,20100.0,22313.2,28584.800000000036
31,36792.2,4498.0,14914.52,20891.76,24232.099999999984,27725.1,27512.1,28575.3,23472.32,23479.76,31720.96,21814.86,31320.700000000004,27020.5,24218.2,28269.22,28834.48,29900.599999999995,25669.56,27192.68,22718.92,26572.6,28584.2,26568.86,23841.92,26131.3,25252.52,22558.52,22212.5,21954.88,26318.54,22867.92,26461.44,26092.4,27845.900000000005,22268.5,22354.92,32876.96
32,38385.84,5883.0,19780.84,20918.8,28121.2,27725.96,27996.800000000007,28458.76,25493.16,23500.84,31073.24,23033.68000000001,31146.2,26982.4,23955.6,28072.92000000001,28721.24,31131.32,26600.8,26532.72,28253.96000000002,28826.8,28246.200000000008,26664.48,23225.36,30454.32,25615.6,24490.08,23004.8,23959.44000000001,27064.04,26950.12000000001,29220.4,26625.40000000001,29855.88,22151.8,23123.92,32807.16
33,38386.88000000001,7588.0,21253.9,21056.42,27592.300000000007,27264.76,28550.359999999993,27728.1,25628.76,25703.4,31804.04,23992.3,30203.1,29213.4,25441.60000000002,29809.7,28340.72,30806.04,28446.52,26574.4,30869.3,28671.8,29914.5,26439.98,22715.88,30015.899999999994,25732.84,24188.58,23021.6,26639.60000000001,29966.299999999985,31567.64,29144.66,27770.0,31895.38,24015.5,28327.84,35579.74
34,36891.76,7502.0,20949.6,23340.64000000001,26863.400000000005,30659.76,29413.76,30985.36,25376.92,27695.08,31958.76,24042.04,29471.599999999995,29065.8,26086.0,30514.84,30631.4,30217.76,28251.84,28486.52,30919.04,30553.999999999996,29860.6,27299.880000000005,22512.68,32345.48,27909.2,24341.84,24965.4,30661.2,32468.28,31362.88,31522.44,30005.2,31994.56,28157.40000000001,29943.160000000014,35279.56
35,36899.999999999985,7394.0,20391.3,25288.9,26355.5,32917.4,28901.9,32140.2,26188.6,27752.8,30301.8,26260.4,29644.5,28503.5,26197.0,32969.1,31197.4,29303.8,28030.6,28279.2,30146.5,34779.0,32137.0,29736.4,22117.6,34658.8,27787.8,28650.39999999998,24725.5,30539.8,31738.9,31189.6,31130.4,32366.0,31798.1,29325.5,30201.5,33782.1
36,40196.679999999986,7073.0,20287.92,25427.16,28139.2,32788.76,29755.32,31550.92,28377.44,27588.32,31470.68000000001,26100.16,30413.6,31454.8,26654.2,32468.16,29838.56,30134.480000000003,28851.240000000005,30552.88,32287.6,34060.6,31912.4,29576.16,21798.96,34409.92,30093.32,28605.6,26203.60000000002,31380.120000000014,31496.96,30883.84,33078.68,33063.0,33872.68,29334.4,30426.64000000001,34992.119999999995
37,50964.39999999992,7019.0,19737.86,25147.38,30072.5,31801.74,30837.020000000004,31771.14,28032.74,30220.96,33426.60000000001,26957.76,32835.4,31918.1,26111.4,31702.62,31541.88,32588.4,31255.48,31424.76,34342.22,33810.8,33609.200000000004,30961.76,21634.24,35069.88000000001,31017.119999999995,28708.62,32510.2,32743.6,30962.960000000006,30507.36,32903.74,34976.6,35030.42,30699.2,32485.7,35627.08
38,66353.68000000001,8404.0,19439.48,25925.56,30414.199999999986,31280.32,31203.0,30535.080000000005,27224.27999999999,31047.63999999999,34141.84,28292.48000000001,32918.4,31087.200000000004,26345.00000000001,31602.240000000005,31950.80000000001,32536.36,33043.52,31156.720000000016,34462.32,33137.6,34027.0,34694.64,23754.32,35364.84,32679.24,28482.8,32316.2,32456.92,32437.68,29534.64000000001,34876.8,35058.6,34310.040000000015,30505.2,31903.28,37553.0
39,66792.43999999999,11232.0,19110.94,28583.94,32806.200000000004,31337.84,33238.680000000015,33330.359999999986,29368.600000000028,32387.72,34015.08,28540.86,32896.4,29867.900000000005,27481.0,33667.80000000002,34037.5,33828.400000000016,33307.08,30799.919999999984,34213.340000000004,32383.6,34130.1,34356.86,23478.4,35198.58,34082.36,28548.14,33657.500000000015,32069.8,34076.039999999986,31607.8,35695.62,34857.200000000004,34967.66,31799.700000000008,32988.20000000002,39518.66000000002
40,67180.2,11849.0,18974.8,28028.4,32707.0,31419.8,35562.8,34899.4,30551.4,31852.2,36000.6,28769.000000000015,34509.0,30598.0,27154.0,36824.2,36608.6,35170.6,32669.800000000007,30607.799999999985,35577.00000000001,35599.0,37569.0,33808.6,26711.799999999985,37618.2,34471.400000000016,32816.19999999997,34642.0,31506.399999999994,33934.6,31495.8,35020.60000000001,36313.0,33991.8,32973.0,33805.8,39881.0
41,68666.12,11796.0,21077.64,27874.079999999994,34687.7,33484.72,36110.28000000001,36566.56,30343.96,31014.28000000001,36794.0,29481.34,37131.5,31894.4,28175.2,36719.66,36853.14,34892.679999999986,31814.44000000001,31858.44,37833.34,37422.4,36966.7,33453.52,30436.680000000004,38328.58,34337.72,34723.92000000001,34254.8,34698.12,34556.36,31467.44,34642.78,35860.6,35927.44,32347.00000000002,34600.38,41121.98
42,68479.76,13058.0,20854.2,26765.640000000007,36001.200000000004,35298.72000000002,41105.8,38491.72,30042.88,31223.28,42447.08,28378.679999999997,37693.4,32962.999999999985,28615.40000000001,36034.0,39197.2,36978.0,31687.72,31823.48,36841.56,37206.2,37189.2,33963.80000000002,29912.2,37783.96,33838.44000000002,34030.96,33628.6,34962.92,36364.96,33473.32,33624.560000000005,36618.4,35789.12,35488.4,34010.23999999998,40925.48
43,75179.16,12997.0,23062.38,25951.06,37620.400000000016,39518.46,40781.5,37591.5,30454.500000000004,31168.799999999985,43249.639999999985,29267.56,42906.8,34408.5,29760.0,41633.24,42431.66,40750.4,33413.880000000005,34207.0,36232.82,37634.6,37157.4,35083.560000000005,29510.08,37598.24000000001,37110.679999999986,33681.22,34782.7,33731.92,36522.98,34085.84,34228.73999999998,36663.8,35487.42,36048.7,33495.520000000004,42402.039999999986
44,78866.84,15825.0,23184.04,25661.52,37632.8,41157.16,41601.20000000001,36926.0,31896.800000000014,33585.0,42041.36,29639.76000000001,42066.4,36546.999999999985,29808.2,41463.32,41415.039999999986,42121.36,32864.32,36629.36,36811.76,37693.8,36273.2,35298.48,29989.559999999994,39052.76,36731.84,33114.76,35392.399999999994,33634.44,35802.880000000005,34890.560000000005,35605.16,36062.8,35990.039999999986,36910.4,34505.84000000001,42335.08
45,79029.4,15723.0,23058.5,27738.2,39250.5,41370.9,47419.9,39348.69999999998,33040.7,35887.8,41655.0,30946.4,41449.000000000015,36938.500000000015,30698.000000000004,40342.5,40449.10000000001,42525.80000000002,33100.4,36955.8,36951.70000000001,37814.0,37438.0,35808.30000000002,31833.8,39260.1,36352.2,33254.999999999985,35486.0,34248.200000000004,36043.500000000015,34976.6,39927.9,36131.000000000015,36840.3,36358.5,35368.4,43124.4
46,78997.72,15621.0,24797.44000000001,27541.04,39442.8,44684.80000000001,56042.96000000002,40696.55999999998,35431.76,35120.32,41775.8,32721.56000000001,43579.2,37466.999999999985,32316.6,41741.08,43896.12000000002,43094.48,33933.35999999998,37633.8,37706.32,41063.0,37603.8,39222.56000000001,31618.76,39089.08,36177.52,34957.520000000004,35461.8,35285.48000000002,37561.47999999999,35187.320000000014,40721.04,36372.0,37454.72,35428.6,36070.400000000016,45091.28000000002
47,78918.04,15100.0,25269.02,27866.960000000006,38907.99999999999,46899.3,61241.66,52770.75999999997,38117.26000000002,36949.87999999998,45431.36000000001,33822.500000000015,47213.60000000001,39990.599999999984,33067.000000000015,44423.400000000016,48969.20000000001,47608.28000000001,39824.319999999985,41975.24,38563.30000000002,44117.4,39860.5,40323.500000000015,31923.279999999995,39175.5,36666.72,36291.04,37718.5,37793.72,42269.400000000016,35532.6,42095.98,38832.0,39344.599999999984,34992.6,37359.500000000015,49618.82
48,78951.64,15728.0,25249.92,30016.599999999984,40544.400000000016,45828.0,60776.56,60883.48,41172.6,41582.4,50622.440000000046,36713.56,55764.00000000005,41862.2,33564.399999999994,48525.64,54309.80000000001,50150.80000000003,42812.16000000002,42339.4,39704.0,44404.60000000001,41997.400000000016,42529.56,33954.72,41155.4,38230.0,36093.76,39855.400000000016,40147.0,43967.44,37496.80000000002,44412.52,41108.8,39857.75999999999,35646.80000000002,40250.56,49143.12
49,78983.31999999999,24.0,25045.34,31530.12,39483.9,46264.18000000001,62829.9,61125.42,40235.499999999985,40621.000000000015,63583.36,37289.5,61624.30000000012,42156.9,34105.00000000001,52070.32000000001,60307.4,53189.84000000012,44778.0,41385.44000000002,42535.28,44374.8,41950.5,43105.5,33727.44,43065.36,42263.84000000002,36661.18,40747.2,39757.8,46208.92,40640.56000000001,45369.89999999999,41653.000000000015,41427.5,36001.2,40826.5,51202.6
50,75.0,26.0,38.0,49.0,79.0,59.0,57.0,55.0,53.0,53.0,60.0,49.0,61.0,52.0,52.0,60.0,54.0,60.0,55.0,54.0,48.0,54.0,48.0,48.0,41.0,48.0,47.0,46.0,48.0,48.0,54.0,48.0,54.0,48.0,53.0,47.0,48.0,58.0
51,91.0,6137.0,39.0,54.0,86.0,68.0,70.0,66.0,58.0,61.0,74.0,58.0,74.0,63.0,58.0,73.0,75.0,74.0,67.0,60.0,59.0,66.0,57.0,59.0,41.0,61.0,59.0,51.0,57.0,58.0,69.0,56.0,65.0,62.0,64.0,58.0,59.0,71.0
52,20183.0,27827.0,10017.0,13931.0,20821.0,17545.0,16904.0,16595.0,15870.0,15870.0,17975.0,14198.0,18384.0,15453.0,15130.0,17975.0,16300.0,17975.0,15873.0,16300.0,13839.0,15627.0,13839.0,13839.0,11097.0,13839.0,13424.0,13322.0,13830.0,13830.0,15505.0,13830.0,15505.0,13830.0,15403.0,13728.0,13830.0,16201.0
