index,294_1_www.dhl.de,294_2_www.dhl.de,294_3_www.dhl.de,294_4_www.dhl.de,294_5_www.dhl.de,294_6_www.dhl.de,294_7_www.dhl.de,294_8_www.dhl.de,294_9_www.dhl.de,294_10_www.dhl.de,295_1_www.dhl.de,295_2_www.dhl.de,295_3_www.dhl.de,295_4_www.dhl.de,295_5_www.dhl.de,295_6_www.dhl.de,295_7_www.dhl.de,295_8_www.dhl.de,295_9_www.dhl.de,295_10_www.dhl.de,296_1_www.dhl.de,296_2_www.dhl.de,296_3_www.dhl.de,296_4_www.dhl.de,296_5_www.dhl.de,296_6_www.dhl.de,296_7_www.dhl.de,296_8_www.dhl.de,296_9_www.dhl.de,296_10_www.dhl.de,297_1_www.dhl.de,297_2_www.dhl.de,297_3_www.dhl.de,297_4_www.dhl.de,297_5_www.dhl.de,297_6_www.dhl.de,297_7_www.dhl.de,297_8_www.dhl.de,297_9_www.dhl.de,297_10_www.dhl.de
11,176337.2,182825.99999999994,161216.4,241836.4,244640.0,209423.99999999997,126795.19999999997,190239.5999999999,195012.0,160727.0,32310.0,153532.0,79370.19999999997,66858.0,108962.0,92758.20000000006,143809.00000000003,125613.0,74832.19999999998,80549.60000000002,22571.8,22963.4,21484.600000000002,21722.8,21407.0,21049.0,22068.8,21880.399999999998,21256.2,76537.99999999999,28043.999999999993,53150.2,18036.199999999997,15033.0,64392.19999999998,53179.6,14364.0,54666.200000000004,54833.99999999999,65104.200000000004
12,203304.3,244563.55999999997,183458.8,292470.76000000007,257408.04,284954.31999999995,156569.09999999998,250633.2,247720.09999999998,167772.0,33678.799999999996,163779.92,98592.59999999999,100471.99999999997,137961.4,154965.7600000001,162464.04,149392.22,88845.45999999999,130320.74,21490.06,29375.099999999995,22865.2,23114.96000000003,36088.0,23225.200000000008,20832.079999999998,20636.04,32682.56,98522.45999999999,51472.43999999996,60769.08000000002,30156.78000000002,17964.399999999998,103568.43999999996,54876.12,25996.200000000008,54281.59999999998,56907.22,66469.36
13,248105.19999999998,292396.4,201377.83999999997,345858.8,299275.6400000001,360118.83999999997,189246.2,278666.4,328833.56000000006,211112.0,36044.8,209620.2400000001,124954.31999999999,111596.39999999986,158754.80000000002,160266.36,178015.35999999996,164237.96,130956.24,161543.08,22905.399999999998,48300.840000000004,27194.28,30245.160000000018,48452.199999999975,27223.199999999997,23947.319999999992,24379.16000000001,41590.52,103549.04000000002,53938.96,73102.8,49160.12000000001,31887.199999999983,113235.64,56795.32,32449.000000000007,59717.16,59984.24,72097.4
14,299308.3199999999,325015.44,246553.4,416851.9599999999,357025.8,428295.88,220539.81999999995,316200.36,396662.54,285038.0,58823.99999999999,247395.68000000002,146690.27999999997,167006.8,189640.5,194311.3,211501.92000000004,173575.12000000008,145935.35999999993,184122.40000000002,27389.46,50248.18,33133.99999999999,35483.14,54143.2,36363.800000000076,27122.48,26991.239999999998,43455.54,139069.43999999997,55206.9,75086.96,53938.619999999995,54936.4,145042.52,58492.96,42232.8,59021.119999999995,65602.34,90414.43999999993
15,349576.16,359331.39999999997,289279.0,440220.6,391124.4,501012.67999999976,263989.72,349695.04000000004,423563.51999999996,347963.0,69134.2,270338.36000000004,168070.2,187943.6,208292.00000000003,220091.80000000002,252205.2,224686.24000000002,163588.88,199403.84000000014,27068.24,63609.19999999998,52335.68000000003,48024.160000000025,70272.79999999989,52041.399999999994,36424.119999999995,34759.2,67050.92,156947.91999999995,57342.36,85436.68,53111.64,53412.8,166972.91999999998,74503.47999999998,54399.200000000004,79429.08,77367.47999999997,96204.79999999999
16,389491.3,402242.0,323272.0,481406.0,416555.8,542786.5,362448.4000000001,412225.4,478612.0,396576.0,79747.0,279574.6,190331.99999999997,210581.0,239381.5,241505.80000000002,285335.60000000003,264059.3,165090.8,251072.19999999995,46250.599999999955,64040.99999999992,70442.6,63109.00000000002,79116.0,76699.0,59028.00000000001,55889.70000000001,79209.00000000001,162019.5,59007.4,100609.00000000001,54962.700000000004,55116.0,167113.8,94695.0,53353.5,87328.19999999981,93322.0,125169.99999999997
17,422960.8,460722.68,359121.36,509152.76,441353.24,592921.2,382843.08,432939.76,508803.6,455336.0,99771.0,330507.72000000003,213148.08,248830.5999999999,271936.0,260080.2,334738.76,309080.08,164857.31999999998,311325.36,60313.24,107404.72,77637.40000000001,73534.92,105002.59999999998,84428.20000000003,63527.64,55771.119999999995,104847.28,183826.36,60393.19999999999,119746.44,59062.48,57250.6,184604.8,99579.60000000002,63059.200000000004,127115.91999999997,126517.35999999999,134196.72
18,467454.48,493955.16,393254.96,548003.44,462693.4000000001,623994.98,450977.83999999985,472836.0,518098.66,493225.0,109827.99999999999,376684.4,249663.2,276085.19999999995,302167.80000000005,293860.48000000004,347454.04,331281.1,196109.86,378099.6800000001,70028.84000000005,138567.64,120683.16000000002,78001.54,126743.59999999999,98349.2,76585.52,76953.08,120487.67999999996,190053.18,79800.81999999999,132357.80000000002,58607.92,56828.799999999996,189013.96,118198.00000000001,66890.1,148036.6,147541.99999999994,168523.8
19,476140.96,545441.5200000001,415002.8,586435.76,490533.16000000003,646104.12,491843.48,513428.6,539967.64,551787.0,114391.19999999992,413248.8,293606.6,338214.79999999993,341420.2,320072.84,381142.24,362496.56000000006,222832.83999999997,425448.07999999996,95650.92,155389.76,125183.16,81894.20000000001,156075.6,97977.2,75698.4,109958.91999999998,139066.28,213499.6,90780.91999999998,143451.72,60689.04,60117.8,209380.36000000002,149687.88000000018,73095.00000000001,165933.52,162224.24000000002,195360.6
20,486237.78,608498.78,459679.2,604114.28,522612.51999999996,653629.2999999999,531422.9,585339.28,562572.54,586200.0,136342.99999999997,416606.63999999996,344503.1599999999,380102.9999999999,361751.89999999997,381210.3200000001,411849.76,409400.3,266892.72,492533.1,120281.88,157939.78,131969.20000000004,98855.04000000001,156732.2,112719.0,96621.75999999992,129095.70000000001,149417.52,248406.21999999997,100331.89999999998,153306.28,85448.30000000002,61455.4,233734.32000000004,168915.76,75427.7,175146.48,174278.28,206364.59999999995
21,526887.2,643909.2,475795.80000000005,609051.2,545796.0,694297.1999999998,550278.8,614147.6,570015.0,614647.0,175055.0,424264.8,389676.0,426773.0,372898.0,408108.80000000005,447766.40000000026,438056.0,291813.0,531933.2,129723.0,163149.59999999998,155613.0,101020.20000000001,158611.0,143536.0,132708.80000000002,133404.8,156163.0,264285.79999999993,127757.59999999999,163747.2,92669.20000000001,72259.0,245105.6,184347.20000000004,93781.0,183412.59999999992,189351.8,226430.59999999986
22,553333.92,643155.9,486206.8,632854.12,617075.9600000001,718886.58,563479.2,643047.2800000001,601130.2,650142.0,201066.1999999999,445691.24,447974.52,428327.0,414541.6000000001,430692.10000000003,477213.92000000004,452210.7,313217.48,555708.9999999999,140644.32,189675.9,158030.08,135109.56,190526.0,160453.60000000012,157868.72,155690.68,157617.44,287184.32,168221.9999999999,165738.52000000002,106977.7,84535.99999999991,265167.76,188298.64,99719.60000000002,210954.16,189018.94,272751.6399999998
23,570181.68,668978.3999999999,498327.84,658704.68,685930.9999999999,745442.4,598191.2,671216.72,623508.3999999999,697783.0,219530.0,460575.96,454907.96,463426.99999999994,465820.2000000001,474117.2400000003,486175.08,509424.72000000003,337278.24,619432.6800000005,154180.4,204134.72,195099.52000000005,144272.80000000005,225806.39999999994,197517.80000000005,160502.32000000004,165832.2,174113.88,292131.28,181652.4,173834.91999999998,118462.64,100584.99999999997,267730.6,212360.28000000003,120538.40000000002,224556.31999999995,197213.83999999994,302426.8
24,616209.6,677100.22,522082.8,681041.16,736483.8,778781.24,614855.86,757348.6,645467.08,762544.0,233606.0,498347.60000000003,484299.03999999975,509455.79999999993,485009.89999999997,519033.18,491747.92000000004,520456.14,394973.12,637572.7,155875.28,244053.72,210110.12000000002,156523.12,251481.99999999997,216920.19999999998,178665.76,183068.42000000007,178369.30000000002,301426.1599999999,189526.11999999997,188230.2,136642.8000000001,104608.4,289124.32,233156.75999999998,135438.1,239565.0,230233.12000000008,329016.51999999996
25,639280.2,695462.8,570141.4,712634.84,752931.36,820525.24,636669.96,790590.88,667385.68,773897.0,277717.39999999985,517662.6000000002,536565.08,552241.4,494692.00000000006,541892.12,511430.51999999996,523549.44,397782.88,642795.04,174246.6,265343.83999999997,239463.44,167379.6,265049.99999999994,237387.00000000003,202454.71999999997,204636.32000000004,187492.67999999996,319422.4,211229.44,210372.76,143976.64,120781.99999999997,309248.8400000001,233409.52,138144.00000000003,248462.68,270887.2,353648.8
26,689589.0,720181.0,595724.0,720666.0,754888.0,832189.0,667546.0,813921.0,685186.5,785668.0,328991.0,534970.0,583097.0,597719.9999999998,516693.0,572922.5,535608.0,548924.5,446651.99999999994,659219.5,196213.5,294287.5,302552.0,176947.5,278447.0,270352.0,245617.0,232528.0,207969.0,348511.5,228599.5,224650.0,160318.5,141542.99999999997,332519.0,243158.0,155409.5,294878.0,305281.5,412577.99999999994
27,763025.24,767343.48,633588.56,755248.24,791680.4000000001,842045.88,703931.48,864698.36,716428.0399999999,804405.0,353216.39999999997,553990.2000000001,603041.64,606879.8,555119.2000000001,593521.68,549253.32,569281.2000000001,485680.8,687003.12,203147.47999999998,301753.44,336682.4,198773.19999999998,278174.0,310871.4,271536.08,259191.56000000014,230150.16000000012,366861.6,256265.52,278779.51999999996,181276.28000000003,154243.4,352501.8,262229.80000000005,157572.6,331344.5200000001,332267.9199999999,449818.75999999995
28,775340.66,785233.36,679699.6800000002,788553.4400000001,806005.52,868076.0199999999,752195.9,892997.4,723387.34,821966.0,404049.0,588980.5999999999,607327.88,609385.4,595312.4,607281.76,573539.1599999999,594295.9,508940.19999999995,708334.04,238603.38000000006,303387.3,374224.80000000005,222761.8800000001,302308.0,354794.00000000006,298769.27999999985,294913.10000000003,248176.39999999997,406955.69999999995,275426.4599999999,326833.04000000027,185338.72,182541.79999999993,372008.6,275877.16000000003,164543.90000000002,340991.75999999995,369240.48,482222.68
29,789029.12,801458.12,701221.16,798963.08,825288.24,891299.36,781620.56,938141.84,742228.44,843486.0,453946.0,629529.04,632446.76,612754.0,629391.6000000002,653877.0000000001,588949.0,639617.44,547081.84,748173.2000000001,256147.48000000004,312168.19999999995,419378.0000000002,244179.48000000004,334876.79999999993,398504.5999999999,329840.12,298653.44,261954.52,425234.8,281990.96,345551.36000000004,188277.28,189465.19999999998,391998.32,311625.12,181083.59999999995,352968.92,414032.72,489488.15999999974
30,792656.82,875480.0000000001,735463.2,816655.28,856915.4,916377.38,805919.66,970668.36,752278.92,871482.0,495714.39999999985,663796.6,655424.12,628649.4,644846.6,697687.56,608521.4,661594.2,582125.5999999996,784982.0599999999,298224.68,328258.27999999997,439010.60000000003,262579.76,353119.4,439968.4,366990.32,313483.5400000001,290750.32,457721.30000000005,305901.7599999999,380308.40000000014,188556.54,188163.99999999997,420453.2,321952.48,189494.4,375247.12,445133.14,542933.96
31,792416.2,942593.2000000001,765788.6,855722.2,889424.0,954202.0,817279.4,994041.4,772242.6,925120.0,557627.0,687947.0,689696.9999999999,660505.0,661775.0,731605.8,638129.0,683994.0,647897.2,803168.0,329724.99999999994,351874.4,442223.0,305996.40000000026,377286.0,441795.0,389509.4,336218.8,310138.0,514592.60000000015,321139.0,403287.00000000006,201453.8000000002,197497.0,428606.3999999999,327705.6,188933.0,391468.19999999995,452086.0,557434.2
32,821433.4400000001,994686.66,780758.68,888101.9199999999,930293.5599999999,1002310.4199999999,841386.66,996459.0,790826.88,956158.0,564269.7999999999,726573.7199999997,725626.8399999999,686337.7999999998,701813.3,746283.76,653548.24,694611.36,663989.42,834499.32,342659.26,362675.89999999997,452256.5200000001,345065.0800000001,393243.0,469372.2,409348.95999999996,355724.1800000001,321789.1,541507.1,357278.4799999999,412327.64,233723.97999999998,218849.39999999994,438007.80000000005,341060.24,192388.20000000004,413284.39999999997,456721.92,587610.3599999998
33,839806.08,998057.32,796795.2,936340.88,979383.16,1058409.16,859190.52,1052765.4,813302.24,1009260.0,562918.2,731779.4,741635.96,750158.2,728253.0,769848.6000000002,678243.44,711462.8400000001,673564.04,841707.6,348562.2,375545.8,481629.5200000001,363186.52,410431.4,479920.0,426093.04,370528.4800000001,356422.68,548285.1599999999,383066.07999999996,442540.32,242780.19999999998,233865.79999999993,472756.96,360848.52,212575.0000000001,431421.84,471638.6,607812.88
34,856907.5599999999,999975.1799999999,801311.76,1007741.5200000003,1042317.4800000001,1089756.7599999988,867029.4,1138858.1600000001,836201.9999999999,1080538.0,579495.0,769600.7200000002,779341.84,753452.0,748552.5,788947.3,710680.28,744293.1000000001,690249.46,877351.94,358781.01999999996,389893.54,505439.96,395232.64,418007.4,505258.0,427724.72,383973.94,390361.08000000013,564826.38,404002.51999999996,468685.96,259339.08000000002,248553.59999999998,494665.72,382034.44,243829.0,449569.27999999997,494106.32,608028.84
35,871789.84,1014304.2399999998,853879.76,1018216.9599999998,1100917.12,1149370.08,890789.0,1154543.64,851296.1599999999,1144116.0,612841.6,813743.48,793160.8,782755.1999999997,776764.6000000001,796258.56,731699.32,760519.92,712899.36,889911.64,379958.9600000001,405503.6,517102.84,421923.8,428525.3999999999,518634.0,446382.87999999995,423860.1200000001,430657.39999999997,568436.44,420056.92,476479.2,280610.24,261913.79999999987,501558.36,399961.5200000001,289218.4000000001,466473.32,514877.11999999994,630660.2799999998
36,894570.3999999996,1107868.7999999998,858364.6,1022170.6,1148652.8,1154154.9,969185.7999999999,1175271.8,862652.9,1147138.0,635794.0,847224.2000000003,828307.9999999999,795281.0,817900.5,814332.6000000001,756530.2000000001,791082.3,735810.4999999999,948248.2000000001,409336.2,439875.6000000001,530004.8,447286.60000000003,453664.0,528860.0,472191.19999999995,458860.6,432494.9,583415.9,436973.39999999997,487203.20000000007,317544.6000000001,297827.0,532966.8,428921.4000000001,313038.0,486835.99999999994,534998.0,646632.0
37,939841.7599999999,1147033.28,861171.6000000001,1026092.96,1151768.76,1169861.7199999997,1020528.44,1197728.12,874237.6,1150524.0,640401.0,877193.72,869566.9999999999,799703.2,837014.2,857771.8800000001,790670.4400000001,825493.84,765787.6,965847.32,417698.2,465352.4,530969.12,473972.48,464434.6,533527.0,501091.64,472078.2000000002,447827.4,588765.6,460604.83999999997,503994.16,334069.7200000001,315102.0,568872.1599999999,458896.2000000002,328407.0,512914.07999999996,537204.12,650548.4
38,1002797.1,1156095.34,908226.6,1064000.2,1153107.08,1200904.18,1025289.04,1214746.4000000001,928313.3,1151029.0,641648.8,910738.92,882348.52,834269.0,885057.4000000001,916317.2800000001,823989.0,837483.9,794950.8199999997,967131.5599999999,437625.1599999999,474133.3,552028.28,475700.86,515902.6,568082.0,514391.72,484305.8600000001,477014.88000000006,615437.82,478519.54,505521.48,358444.32,360658.6,600121.04,467507.32,356428.4000000001,532359.84,539936.56,653742.0
39,1011628.48,1160719.68,960773.12,1076328.72,1158049.28,1249780.9999999995,1026340.36,1254173.16,973524.24,1177180.0,650569.3999999999,919033.76,903614.2000000001,876428.5999999994,914785.8000000002,946761.8000000003,842512.36,869555.3200000001,801803.16,968886.32,455261.48000000004,503472.11999999994,569799.44,496665.72000000015,520991.6,569184.6,528725.9199999999,508562.52,495880.28,626343.76,479948.12,518202.95999999996,375954.12,389156.9999999999,604716.4,496641.2,376547.39999999997,558436.32,551261.04,655109.56
40,1016310.92,1202143.04,996066.1199999996,1099978.92,1182827.6800000002,1305501.3,1043914.54,1283642.68,1015592.24,1213205.0,686036.6,932229.4,922114.36,901498.6,938158.8000000003,1003454.9,864478.9200000003,894803.3400000001,809324.9999999997,975860.92,486741.76,519640.48,571120.64,505668.54,542833.7999999999,568528.4,531770.6,516009.78,507541.3,625777.26,488006.89999999997,519559.36,383550.04000000004,411066.19999999995,616136.52,509293.3600000003,397368.4,576114.96,555016.7,658263.56
41,1017793.4,1244964.7999999998,1021033.8,1151967.8,1228346.6,1353059.8,1072035.8,1329850.1999999997,1018379.6,1274419.0,696383.0,951084.6,927539.2,908728.0,990084.0,1013949.6,895025.4000000006,907782.6,824854.0,983176.8,502006.0,551620.4,572861.6,507091.80000000005,551525.0,569709.0,567382.8,520008.2,517832.2,627921.6,506027.99999999994,540948.6,402009.0,435974.0,618989.4,540856.4,410284.0,585984.2,564839.6,665330.6
42,1044224.1600000001,1300422.1400000001,1022586.84,1226916.1199999999,1250553.84,1407894.4599999995,1077229.8399999999,1374827.72,1025538.72,1302148.0,715007.2,975878.24,937674.68,926630.2,1011138.5,1023925.96,911638.96,908619.58,893411.0399999999,983740.12,517030.22,561893.06,571443.9600000001,506324.34,575893.3999999999,585111.0,568145.96,538363.1200000001,535671.02,628290.14,521213.1,543531.68,420711.94000000006,467140.2,620095.72,556350.8,422539.60000000003,587260.68,572468.4400000001,668167.4
43,1062913.68,1350263.48,1028102.32,1257243.8,1269333.32,1458783.4,1090984.2,1428186.12,1044474.3199999998,1381898.0,733624.5999999999,1021125.2000000001,989183.88,959725.9999999998,1014326.6000000001,1065477.6000000006,932165.84,927765.8,929725.16,985950.08,521821.36000000004,564808.5199999999,606692.6000000001,513979.16,578807.2,605080.6,582726.36,555028.64,550355.12,630883.6,537285.6,543046.52,438003.12,471860.8,656201.04,568161.2000000001,452901.60000000003,592586.32,582616.48,669699.16
44,1093147.3,1449209.64,1065500.28,1312812.76,1312789.44,1503344.16,1139497.04,1451766.0,1109350.3,1445588.0,760368.5999999999,1037708.84,1019426.7999999999,1002680.4,1048027.9,1079988.44,935412.7200000001,953856.54,960637.78,992344.6,532041.42,571061.04,609943.64,519189.54,579329.0,605221.6000000001,598471.3999999998,569697.98,569484.7999999999,630940.88,544371.3200000001,544822.68,456660.2400000001,473562.0,658699.08,576685.88,466712.8,596339.76,604976.38,671087.3200000001
45,1157744.56,1496650.9599999993,1130122.2,1373124.4800000004,1390500.5199999996,1564139.4,1198043.1199999999,1485001.0400000003,1144453.7199999995,1482908.0,781408.2,1055090.44,1051211.5999999999,1019715.1999999997,1072090.2000000002,1085278.88,985341.76,958745.96,961998.68,993106.0800000002,542935.68,574126.44,612532.96,522687.96,580397.2,607493.6,602340.68,571084.48,570356.32,639391.2,556428.16,549603.2000000001,476011.84,488803.99999999994,660235.3999999999,591873.48,475750.0,599374.8,607909.92,675097.4
46,1198847.0000000002,1577041.8,1171650.8,1400677.8,1464771.0000000005,1571855.9,1259438.5,1528612.7999999998,1205970.0000000002,1559478.0,794204.0,1081472.5999999999,1083780.6,1038600.0,1103393.5,1086174.3,1017537.6000000001,993234.9,963552.9,997374.1,552306.7,575474.7,613122.2,525690.0000000001,581201.0,609917.0,605916.8,571920.3,572080.3,641203.0,563313.6,561460.4,483457.0,499064.99999999994,668617.4,599694.8,501983.0,610078.2,607453.2,678359.6
47,1248300.68,1577952.5999999999,1220340.8,1449128.3599999999,1495948.6,1581535.92,1312089.9600000002,1580951.08,1284953.6,1571177.0,803347.6,1104978.36,1086228.96,1062601.0,1109776.0,1092051.68,1058332.84,1017215.84,964914.08,1001757.28,569178.0,574053.04,615781.96,527384.9600000001,587187.8,613673.8,608904.12,572005.44,571881.88,643529.36,581919.12,581750.4,493865.52,511889.8,667166.24,607989.28,507712.2,611571.64,613047.6000000001,680205.6
48,1299992.3999999997,1586647.54,1294654.1600000001,1450126.28,1534846.2,1585899.8,1352826.92,1583430.4,1315502.56,1572862.0,821518.5999999999,1108895.24,1087758.08,1087548.2,1108935.9,1092568.4000000001,1097009.08,1018065.86,968150.1,1003693.0,569865.66,606399.1,617253.64,538091.66,594095.9999999999,613359.2,610142.12,574012.08,583206.98,646798.6,588408.78,599441.64,525949.04,528107.3999999999,672270.24,610315.2,507385.2,613108.36,615757.94,681468.44
49,1392766.4,1590556.52,1347035.3599999999,1470802.32,1576128.24,1593651.8,1445947.72,1596660.64,1342637.24,1578541.0,861166.2,1111674.32,1092307.48,1088873.2,1111093.8,1093871.12,1100284.16,1042996.6,972355.7999999999,1004594.52,571342.12,611330.2,616990.68,541126.68,617755.8,615571.6,610373.2,609237.64,603697.9999999999,647507.48,610309.5599999999,601226.16,536606.72,543820.1999999998,677065.36,611004.04,534418.4,611712.04,630998.0000000001,682911.24
50,1432475.4,1595883.26,1432755.6799999997,1470542.16,1583756.32,1599236.6,1453505.32,1596347.68,1382961.86,1584208.0,898762.0,1111702.16,1094896.8,1090207.8,1113181.3,1096467.9,1105722.32,1068010.0,977087.46,1004456.76,571897.36,614932.32,616490.56,546191.98,621176.0,623168.8,610436.96,608152.3200000001,613090.42,647464.76,609839.06,602397.32,548489.1,559653.0,676630.5599999999,610373.68,546246.4,624579.4,641926.8200000001,682895.88
51,171,195,171,208,186,200,189,199,173,185,82,153,117,114,155,116,134,124,123,183,81,88,107,88,103,101,92,91,90,148,86,95,65,62,141,96,62,92,96,148
52,468,518,513,634,572,581,524,617,540,465,258,405,351,346,460,337,440,387,316,404,196,229,215,203,227,209,206,208,233,315,217,227,176,168,313,228,173,242,223,308
53,63693,70639,63717,73342,70010,71100,67990,68844,65079,68651,32199,49725,41174,41284,52161,39818,46255,44187,42707,54869,27652,28094,36502,28286,33906,34717,30712,30658,29932,42397,27524,31237,21127,20564,44167,32156,20475,30189,31314,42917
54,1504227,1672066,1510544,1544200,1667982,1677082,1520764,1665520,1505592,1658786,954764,1164282,1141011,1132860,1167214,1141739,1155659,1130556,1021157,1059380,599542,644691,662565,609230,656888,657671,641748,642930,643582,690354,639100,650644,572078,583120,724181,676994,576658,667219,679497,725930
